expanded_url,file_name,directory,file_downloaded
https://api.nga.gov/iiif/d56265fc-9047-4d65-ac41-d0009fb234d3/full/full/0/default.jpg,Retrato_múltiple_del_pintor_H._Jaimes_Sánchez_(Portraits_of_the_Painter_Humberto_Jaimes_Sánchez.jpg,./All_Images,True
https://api.nga.gov/iiif/4c9940b7-e92b-4b74-b08b-854a509d0c44/full/full/0/default.jpg,Untitled_[recto].jpg,./All_Images,True
https://api.nga.gov/iiif/d5da5b46-ba59-4792-809c-cfd8ad485ee6/full/full/0/default.jpg,Untitled_[verso].jpg,./All_Images,True
https://api.nga.gov/iiif/1b93d4a9-3c74-443a-a9c9-5cb319cbfd7e/full/full/0/default.jpg,José_Clemente_Orosco.jpg,./All_Images,True
https://api.nga.gov/iiif/180e656d-e88b-4f90-9996-9bd5d4dd08cc/full/full/0/default.jpg,"Mujer_angel,_Desierto_de_Sonora,_México_(Angel_woman,_Sonora_Desert,_Mexico).jpg",./All_Images,True
https://api.nga.gov/iiif/09278049-4423-47f7-818f-683882d64242/full/full/0/default.jpg,A_Brazilian_in_Florida.jpg,./All_Images,True
https://api.nga.gov/iiif/8c1fb6df-ee5b-4b6e-8a2a-12ac7d8baaf8/full/full/0/default.jpg,Awaiting_His_Return.jpg,./All_Images,True
https://api.nga.gov/iiif/9b366e1a-72b5-4658-adbf-452dbea104db/full/full/0/default.jpg,Sed_non_Satiata.jpg,./All_Images,True
https://api.nga.gov/iiif/ab5b41ee-2b1e-4f92-957b-6d08be2c7d45/full/full/0/default.jpg,"No._9,_Nature_Morte_Espagnole.jpg",./All_Images,True
https://api.nga.gov/iiif/b3e2219c-10fa-4d10-af45-9655e2ec1ae0/full/full/0/default.jpg,Montserrat.jpg,./All_Images,True
https://api.nga.gov/iiif/de0655b8-6b5c-4c52-a30c-7463f2682939/full/full/0/default.jpg,A_Brazilian_in_Florida.jpg,./All_Images,True
https://api.nga.gov/iiif/67023390-6415-4cdf-b928-1d9ab5193ac9/full/full/0/default.jpg,A_Brazilian_in_Florida.jpg,./All_Images,True
https://api.nga.gov/iiif/b964f60a-5942-41a4-9b8d-6fe1beb3ca16/full/full/0/default.jpg,A_Brazilian_in_Florida.jpg,./All_Images,True
https://api.nga.gov/iiif/ef58aaf0-3973-43ca-bef0-e20cd638b3bc/full/full/0/default.jpg,A_Brazilian_in_Florida.jpg,./All_Images,True
https://api.nga.gov/iiif/3d3a6610-b041-49d7-b553-75ab4f4dde3e/full/full/0/default.jpg,A_Brazilian_in_Florida.jpg,./All_Images,True
https://api.nga.gov/iiif/e3a56c88-cb0e-4951-9fa7-c88f64967c00/full/full/0/default.jpg,A_Brazilian_in_Florida.jpg,./All_Images,True
https://api.nga.gov/iiif/08aac6ff-cf1b-4aa1-b9c9-b1b8778cfc07/full/full/0/default.jpg,A_Brazilian_in_Florida.jpg,./All_Images,True
https://api.nga.gov/iiif/514c4580-d70d-48b3-b5cd-1a93c180aa02/full/full/0/default.jpg,A_Brazilian_in_Florida.jpg,./All_Images,True
https://api.nga.gov/iiif/f9d1f8e4-f00c-4a90-88f0-fefd6e2de5c6/full/full/0/default.jpg,Optical_Box.jpg,./All_Images,True
https://api.nga.gov/iiif/b06ac562-8901-480a-94d7-ace50091cdc4/full/full/0/default.jpg,Optical_Box.jpg,./All_Images,True
https://api.nga.gov/iiif/6db5b0c8-76c8-477f-9357-08fbff3fb779/full/full/0/default.jpg,Optical_Box.jpg,./All_Images,True
https://api.nga.gov/iiif/18ca17f6-ad0c-4074-826e-5891417d90a6/full/full/0/default.jpg,Optical_Box.jpg,./All_Images,True
https://api.nga.gov/iiif/54140189-5c66-42b3-ae9b-10746bbb5027/full/full/0/default.jpg,Prosa_de_la_Calavera.jpg,./All_Images,True
https://api.nga.gov/iiif/9b3f0cb3-0f85-47d6-92ad-ac2f762302c7/full/full/0/default.jpg,Arlequino.jpg,./All_Images,True
