uuid,iiifurl,iiifthumburl,viewtype,sequence,width,height,maxpixels,created,modified,depictstmsobjectid,assistivetext,objectid,displayorder,roletype,role,constituentid,ulanid,preferreddisplayname,forwarddisplayname,lastname,displaydate,artistofngaobject,beginyear,endyear,visualbrowsertimespan,nationality,visualbrowsernationality,constituenttype,Demonym,Percent_in_NGA,Country,Continent,Country Name,objectid.1,accessioned,accessionnum,locationid,title,displaydate.1,beginyear.1,endyear.1,visualbrowsertimespan.1,medium,dimensions,inscription,markings,attributioninverted,attribution,provenancetext,creditline,classification,subclassification,visualbrowserclassification,parentid,isvirtual,departmentabbr,portfolio,series,volume,watermarks,lastdetectedmodification,customprinturl
4ad9dc5b-684e-4340-bd66-0ea6dded4ac2,https://api.nga.gov/iiif/4ad9dc5b-684e-4340-bd66-0ea6dded4ac2,"https://api.nga.gov/iiif/4ad9dc5b-684e-4340-bd66-0ea6dded4ac2/full/!200,200/0/default.jpg",primary,0,3169,4000,640.0,2012-01-23 12:51:18-05,2022-06-14 16:39:35-04,64171,,64171,1,artist,artist,1918,500024331.0,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899.0,1991.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,64171,1,1984.34.982,,Moon Face,1964,1964,1964,1951 to 1975,lithograph (stone) in red-black on white Arches paper,sheet: 36.1 x 28.1 cm (14 3/16 x 11 1/16 in.),lower right in graphite: Tamarind impression / R Tamayo; lower right verso in graphite: 1189,"BS: Tamarind (T.1), Dyal (T.12)","Tamayo, Rufino",Rufino Tamayo,,Gift of Dorothy J. and Benjamin B. Smith,Print,,print,,0,CG-W,,,,,2019-10-28 22:01:34.883-04,
7ec39474-266c-49af-9f8b-de5757dfc616,https://api.nga.gov/iiif/7ec39474-266c-49af-9f8b-de5757dfc616,"https://api.nga.gov/iiif/7ec39474-266c-49af-9f8b-de5757dfc616/full/!200,200/0/default.jpg",primary,0,3274,4000,640.0,2012-01-23 13:43:52-05,2022-06-14 16:39:57-04,64172,,64172,1,artist,artist,1918,500024331.0,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899.0,1991.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,64172,1,1984.34.983,,Head of Colossus,1964,1964,1964,1951 to 1975,lithograph (stone) in black on white Arches paper,sheet: 56.5 x 46.2 cm (22 1/4 x 18 3/16 in.),lower left in plate: Tamayo / O-64; lRr/in graphite: Tamarind / Impression / R Tamayo; lower center verso in graphite: 1190,"BS: Tamarind (T.1), Rosenthal (T.38)","Tamayo, Rufino",Rufino Tamayo,,Gift of Dorothy J. and Benjamin B. Smith,Print,,print,,0,CG-W,,,,,2019-10-28 22:01:34.883-04,
01f29254-5101-4ee3-96f1-813a7a3d6d4e,https://api.nga.gov/iiif/01f29254-5101-4ee3-96f1-813a7a3d6d4e,"https://api.nga.gov/iiif/01f29254-5101-4ee3-96f1-813a7a3d6d4e/full/!200,200/0/default.jpg",primary,0,2908,4000,640.0,2012-01-23 12:06:07-05,2022-06-14 16:39:27-04,64175,,64175,1,artist,artist,1918,500024331.0,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899.0,1991.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,64175,1,1984.34.986,,Head,1964,1964,1964,1951 to 1975,lithograph (stone) in black on white Arches paper,sheet: 31.6 x 22.9 cm (12 7/16 x 9 in.),lower right in crayon: Tamarind imp / R Tamayo; lower right verso in graphite: 1194-A,"BS: Tamarind (T.1), Zirker (T.48)","Tamayo, Rufino",Rufino Tamayo,,Gift of Dorothy J. and Benjamin B. Smith,Print,,print,,0,CG-W,,,,,2019-10-28 22:01:34.883-04,
fa54a7e5-3735-4f57-a26a-e4fdb1117d32,https://api.nga.gov/iiif/fa54a7e5-3735-4f57-a26a-e4fdb1117d32,"https://api.nga.gov/iiif/fa54a7e5-3735-4f57-a26a-e4fdb1117d32/full/!200,200/0/default.jpg",primary,0,4000,2926,640.0,2012-01-23 12:06:59-05,2022-06-14 16:39:27-04,64176,,64176,1,artist,artist,1918,500024331.0,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899.0,1991.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,64176,1,1984.34.987,,Head,1964,1964,1964,1951 to 1975,lithograph (stone) in black on white Arches paper,sheet: 23.3 x 31.9 cm (9 3/16 x 12 9/16 in.),lower left in crayon: Tamarind imp. / R Tamayo; lower left verso in graphite: 1194-B,"BS: Tamarind (T.1), Zirker (T.48)","Tamayo, Rufino",Rufino Tamayo,,Gift of Dorothy J. and Benjamin B. Smith,Print,,print,,0,CG-W,,,,,2019-10-28 22:01:34.883-04,
4b214d98-8d92-4a09-a7fd-7fda7f8ad534,https://api.nga.gov/iiif/4b214d98-8d92-4a09-a7fd-7fda7f8ad534,"https://api.nga.gov/iiif/4b214d98-8d92-4a09-a7fd-7fda7f8ad534/full/!200,200/0/default.jpg",primary,0,3887,3576,640.0,2012-01-23 12:08:30-05,2022-06-14 16:39:27-04,64177,,64177,1,artist,artist,1918,500024331.0,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899.0,1991.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,64177,1,1984.34.988,,Head,1964,1964,1964,1951 to 1975,lithograph (stone) in black on white Arches paper,sheet: 26 x 28.1 cm (10 1/4 x 11 1/16 in.),lower left in graphite: Tamarind imp. / R Tamayo; lower left verso in graphite: 1194-C,"BS: Tamarind (T.1), Zirker (T.48)","Tamayo, Rufino",Rufino Tamayo,,Gift of Dorothy J. and Benjamin B. Smith,Print,,print,,0,CG-W,,,,,2019-10-28 22:01:34.883-04,
873d5439-4de3-43d9-a770-8237c3afc012,https://api.nga.gov/iiif/873d5439-4de3-43d9-a770-8237c3afc012,"https://api.nga.gov/iiif/873d5439-4de3-43d9-a770-8237c3afc012/full/!200,200/0/default.jpg",primary,0,4000,3218,640.0,2012-01-23 12:52:04-05,2022-06-14 16:39:35-04,64181,,64181,1,artist,artist,1918,500024331.0,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899.0,1991.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,64181,1,1984.34.992,,Half-Moon,1964,1964,1964,1951 to 1975,lithograph (stone) in black on white Arches paper,sheet: 30.5 x 38.2 cm (12 x 15 1/16 in.),lower right in plate: Tamayo / O-64; lower right in graphite: Tamarind imp / R Tamayo; lower right verso in graphite: 1203,"BS: Tamarind (T.1), Tyler (T.54)","Tamayo, Rufino",Rufino Tamayo,,Gift of Dorothy J. and Benjamin B. Smith,Print,,print,,0,CG-W,,,,,2019-10-28 22:01:34.883-04,
db7f676a-8a27-4feb-8e74-7905b7096370,https://api.nga.gov/iiif/db7f676a-8a27-4feb-8e74-7905b7096370,"https://api.nga.gov/iiif/db7f676a-8a27-4feb-8e74-7905b7096370/full/!200,200/0/default.jpg",primary,0,5623,6979,640.0,2015-06-23 10:31:11-04,2022-06-14 16:20:10-04,71794,,71794,1,artist,artist,1831,500025126.0,"Rivera, Diego",Diego Rivera,Rivera,"Mexican, 1886 - 1957",1,1886.0,1957.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,71794,1,1990.106.51,,Viva Zapata,1932,1932,1932,1926 to 1950,lithograph in black on Rives BFK paper,"image: 41.4 x 33.3 cm (16 5/16 x 13 1/8 in.)
sheet: 58.2 x 40.7 cm (22 15/16 x 16 in.)","lower right in plate: DR 32; below image, lower left in graphite: 65/100 Diego Rivera; below image, lower right in graphite: 19[3]2; by later hand, lower center verso in graphite: ""ZAPATA""",,"Rivera, Diego",Diego Rivera,,Gift of Mrs. Robert A. Hauslohner,Print,,print,,0,CG-W,,,,,2019-10-28 22:01:34.883-04,
e61e3c00-a5ac-48ee-9dc5-a536224747b4,https://api.nga.gov/iiif/e61e3c00-a5ac-48ee-9dc5-a536224747b4,"https://api.nga.gov/iiif/e61e3c00-a5ac-48ee-9dc5-a536224747b4/full/!200,200/0/default.jpg",primary,0,2850,4000,640.0,2012-01-23 12:47:53-05,2022-06-14 16:39:34-04,73135,,73135,1,artist,artist,1876,500008908.0,"Siqueiros, David Alfaro",David Alfaro Siqueiros,Siqueiros,"Mexican, 1896 - 1974",1,1896.0,1974.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,73135,1,1991.116.130,,Dog or Guardian of the Peace (Perro o Guardián de la paz),,1896,1974,1876 to 1900,lithograph in black on wove paper,"image: 30.2 x 23.1 cm (11 7/8 x 9 1/8 in.)
sheet: 46.3 x 32.6 cm (18 1/4 x 12 13/16 in.)",lower right in graphite: DA Siqueiros; lower left in graphite: E/E,,"Siqueiros, David Alfaro",David Alfaro Siqueiros,,Gift of Mrs. Robert A. Hauslohner,Print,,print,,0,CG-W,,,,,2019-10-28 22:01:34.883-04,
9c5f5c00-4ea3-4d00-90d5-be843b7307bf,https://api.nga.gov/iiif/9c5f5c00-4ea3-4d00-90d5-be843b7307bf,"https://api.nga.gov/iiif/9c5f5c00-4ea3-4d00-90d5-be843b7307bf/full/!200,200/0/default.jpg",primary,0,3103,4000,640.0,2012-01-20 18:20:47-05,2022-06-14 16:39:26-04,74837,,74837,1,artist,artist,6962,,"Lozza, Raul",Raul Lozza,Lozza,"Argentinean, born 1911",1,1911.0,2011.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina,74837,1,1992.32.1,,La Línea en Función del Plano,1948,1948,1948,1926 to 1950,color screenprint on wove paper,sheet: 64.9 x 50 cm (25 9/16 x 19 11/16 in.),"lower left in graphite: 66/150; lower left printed in black: Raul Lozza / Serie ""La linea en funcion del plano"" / Estructura abierta Nro.163 / Ano 1948; center right verso sta mped: EDICIONES HOY EN EL ARTE / SERIGRAFIA ORIGINAL DE RAUL LOZZA / SERIE ""LA LINEA EN FUNCION DEL P LANO"" / ESTRUCTURA ABIERTA No. 163 ANO 1948 / TIRAJE 150 Ejemplares / Ejemp. No. 66/150 / SE RECOMIENDA ENMARCAR SIN P. PARTU",,"Lozza, Raul",Raul Lozza,,Gift of the Batuz Foundation,Print,,print,,0,CG-E,,,,,2019-10-28 22:01:34.883-04,
71552c80-7f87-4c86-9fcb-9ebac28dde80,https://api.nga.gov/iiif/71552c80-7f87-4c86-9fcb-9ebac28dde80,"https://api.nga.gov/iiif/71552c80-7f87-4c86-9fcb-9ebac28dde80/full/!200,200/0/default.jpg",primary,0,2898,4000,640.0,2009-10-23 10:09:00-04,2022-05-20 13:30:43-04,74838,,74838,1,artist,artist,6962,,"Lozza, Raul",Raul Lozza,Lozza,"Argentinean, born 1911",1,1911.0,2011.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina,74838,1,1992.32.2,,La Línea en Función del Plano,1947,1947,1947,1926 to 1950,"gouache, graphite, and collage on wove paper",overall: 56 x 44 cm (22 1/16 x 17 5/16 in.),"lower right in graphite: Raul Lozza; lower left in graphite: Serie ""La linea en funcion del plano"" / Estructura abra No 183 (1949)",,"Lozza, Raul",Raul Lozza,,Gift of the Batuz Foundation,Drawing,,drawing,,0,CG-E,,,,,2019-10-28 22:01:34.883-04,
de609e88-c366-492b-b853-c2a8291e2433,https://api.nga.gov/iiif/de609e88-c366-492b-b853-c2a8291e2433,"https://api.nga.gov/iiif/de609e88-c366-492b-b853-c2a8291e2433/full/!200,200/0/default.jpg",primary,0,2952,3942,640.0,2007-01-12 13:13:37-05,2022-05-19 12:45:01-04,92294,,92294,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,92294,1,1995.36.65,,"Cemetery Wall, Texcoco, Mexico","1967, printed c. 1974",1967,1967,1951 to 1975,gelatin silver print mounted on paperboard,"sheet (trimmed to image): 24.4 x 18.2 cm (9 5/8 x 7 3/16 in.)
support: 50.1 x 37.6 cm (19 3/4 x 14 13/16 in.)","all on mount: lower left in graphite: 19/75; lower right in graphite: Manuel Alvarez Bravo; by later hand, lower right verso in graphite: 19/75 UTO $1000 / 9 1/2 x 7 3/16; signed / printed circa 1974 / neg. 1920-1974",,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,"David and Mary Robinson, Sausalito, CA; NGA purchase, 1995.",Patrons' Permanent Fund,Photograph,,photograph,,0,CPH,,,,,2022-01-24 22:02:01.39-05,
d56265fc-9047-4d65-ac41-d0009fb234d3,https://api.nga.gov/iiif/d56265fc-9047-4d65-ac41-d0009fb234d3,"https://api.nga.gov/iiif/d56265fc-9047-4d65-ac41-d0009fb234d3/full/!200,200/0/default.jpg",primary,0,8951,6879,640.0,2018-10-09 12:39:41-04,2022-05-25 11:28:14-04,107542,,107542,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,107542,1,1998.114.1,,Retrato múltiple del pintor H. Jaimes Sánchez (Portraits of the Painter Humberto Jaimes Sánchez,1957,1957,1957,1951 to 1975,pen and black ink with brown ink (rubbed) over graphite on paperboard,overall: 51 x 65.9 cm (20 1/16 x 25 15/16 in.),lower left in pen and ink: Retrato múltiple / del pintor H. Jaimes Sánchez; lower left in graphite: Philadelphia Nov. 57. / Cuevas 57.,,"Cuevas, José Luis",José Luis Cuevas,Mr. and Mrs. Sidney R. Yates; gift to NGA in 1998.,Gift of Adeline and Sidney R. Yates,Drawing,,drawing,,0,CG-E,,,,,2019-10-28 22:01:34.883-04,
4c9940b7-e92b-4b74-b08b-854a509d0c44,https://api.nga.gov/iiif/4c9940b7-e92b-4b74-b08b-854a509d0c44,"https://api.nga.gov/iiif/4c9940b7-e92b-4b74-b08b-854a509d0c44/full/!200,200/0/default.jpg",primary,0,5304,3380,640.0,2012-04-26 14:57:15-04,2022-06-09 13:03:01-04,107543,,107543,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,107543,1,1998.114.2.a,,Untitled [recto],1959,1959,1959,1951 to 1975,pen and black ink with gray washes and varnish over blue pencil and graphite on wove paper,overall: 32.9 x 52.3 cm (12 15/16 x 20 9/16 in.),vertical along left edge in black ink: 20 / October / 1959 / Cuevas,,"Cuevas, José Luis",José Luis Cuevas,Mr. and Mrs. Sidney R. Yates; gift to NGA in 1998.,Gift of Adeline and Sidney R. Yates,Drawing,,drawing,,0,CG-W,,,,,2019-10-28 22:01:34.883-04,
d5da5b46-ba59-4792-809c-cfd8ad485ee6,https://api.nga.gov/iiif/d5da5b46-ba59-4792-809c-cfd8ad485ee6,"https://api.nga.gov/iiif/d5da5b46-ba59-4792-809c-cfd8ad485ee6/full/!200,200/0/default.jpg",primary,0,4000,2556,640.0,2014-11-17 11:55:14-05,2022-05-20 13:50:54-04,107544,,107544,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,107544,1,1998.114.2.b,,Untitled [verso],1959,1959,1959,1951 to 1975,pen and black ink on wove paper,overall: 32.9 x 52.3 cm (12 15/16 x 20 9/16 in.),vertical along left edge in black ink on recto: 20 / October / 1959 / Cuevas,,"Cuevas, José Luis",José Luis Cuevas,Mr. and Mrs. Sidney R. Yates; gift to NGA in 1998.,Gift of Adeline and Sidney R. Yates,Drawing,,drawing,107543.0,0,CG-W,,,,,2019-10-28 22:01:34.883-04,
1b93d4a9-3c74-443a-a9c9-5cb319cbfd7e,https://api.nga.gov/iiif/1b93d4a9-3c74-443a-a9c9-5cb319cbfd7e,"https://api.nga.gov/iiif/1b93d4a9-3c74-443a-a9c9-5cb319cbfd7e/full/!200,200/0/default.jpg",primary,0,3222,4000,640.0,2011-03-29 17:22:36-04,2022-05-19 13:00:35-04,116224,,116224,1,artist,artist,24648,,"García, Héctor",Héctor García,García,"Mexican, 1923 - 2012",1,1923.0,2012.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,116224,1,2001.67.75,,José Clemente Orosco,1947,1947,1947,1926 to 1950,gelatin silver print,sheet (trimmed to image): 25.2 x 20.2 cm (9 15/16 x 7 15/16 in.),"center verso in blue ink: José Clemente Orosco / ""La mano del calaso genial,"" 1947; center verso stamped in green ink: artist's stamp; lower left verso in blue ink: Vintage; lower right verso in blue ink: Hector Garcia / 47",,"Garcia, Hector",Hector Garcia,"Joshua P. Smith, Washington, DC; NGA purchase, 2001.",Patrons' Permanent Fund,Photograph,,photograph,,0,CPH,,,,,2021-08-11 22:01:16.29-04,
180e656d-e88b-4f90-9996-9bd5d4dd08cc,https://api.nga.gov/iiif/180e656d-e88b-4f90-9996-9bd5d4dd08cc,"https://api.nga.gov/iiif/180e656d-e88b-4f90-9996-9bd5d4dd08cc/full/!200,200/0/default.jpg",primary,0,4958,3533,,2011-03-29 15:31:54-04,2022-05-20 14:35:11-04,116507,,116507,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,116507,1,2001.67.106,,"Mujer angel, Desierto de Sonora, México (Angel woman, Sonora Desert, Mexico)",1979,1979,1979,1976 to 2000,gelatin silver print,"image: 33.3 x 47 cm (13 1/8 x 18 1/2 in.)
sheet: 40.4 x 50.3 cm (15 7/8 x 19 13/16 in.)","lower left verso in graphite: ""Mujer angel"" Sonora 1979; lower right verso in graphite: Graciela Iturbide",,"Iturbide, Graciela",Graciela Iturbide,"Joshua P. Smith, Washington, DC; NGA purchase, 2001.",Patrons' Permanent Fund,Photograph,,photograph,,0,CPH,,,,,2021-08-12 22:01:18.683-04,
09278049-4423-47f7-818f-683882d64242,https://api.nga.gov/iiif/09278049-4423-47f7-818f-683882d64242,"https://api.nga.gov/iiif/09278049-4423-47f7-818f-683882d64242/full/!200,200/0/default.jpg",primary,0,5504,6744,640.0,2018-02-27 17:35:13-05,2022-05-25 11:21:13-04,117249,,117249,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil,117249,1,2002.111.2.1-8,,A Brazilian in Florida,1996,1996,1996,1976 to 2000,boxed set of eight woodblock prints in black with text letterpress,sheet: 27.9 x 22.9 cm (11 x 9 in.),on colophon in graphite lower center: Abraao Batista. / IV/XXX,blind stamp on colophon lower center: [chop of Graphicstudio U.S.F.],"Batista, Abraao",Abraao Batista,Acquired by NGA in 2002 from Graphicstudio U.S.F. the publisher of the work.,Gift of Graphicstudio/University of South Florida,Portfolio,Print,portfolio,,0,CG-W,,,,,2019-10-28 22:01:34.883-04,
8c1fb6df-ee5b-4b6e-8a2a-12ac7d8baaf8,https://api.nga.gov/iiif/8c1fb6df-ee5b-4b6e-8a2a-12ac7d8baaf8,"https://api.nga.gov/iiif/8c1fb6df-ee5b-4b6e-8a2a-12ac7d8baaf8/full/!200,200/0/default.jpg",primary,0,3629,4699,640.0,2008-12-16 13:46:40-05,2022-06-09 14:40:40-04,119789,,119789,2,artist,printer,35252,,Taller de Grafica Popular,Taller de Grafica Popular,,"Mexican, founded 1937",1,1937.0,,1926 to 1950,Mexican,Mexican,corporate,Mexican,0.0024171947475011,MX,North America,Mexico,119789,1,2002.98.72,,Awaiting His Return,1945,1945,1945,1926 to 1950,lithograph in black on wove paper,"image: 40.1 x 31.3 cm (15 13/16 x 12 5/16 in.)
sheet: 48.2 x 39.8 cm (19 x 15 11/16 in.)","lower left in graphite: ""Mother"" 4/20 Prints; lower right in graphite: Charles White '45",,"White, Charles ",Charles White,"Jacob Kainen, Washington, D.C.; acquired 2002 by the National Gallery of Art",Gift of Jacob Kainen,Print,,print,,0,CG-W,,,,,2020-05-06 22:01:32.06-04,
9b366e1a-72b5-4658-adbf-452dbea104db,https://api.nga.gov/iiif/9b366e1a-72b5-4658-adbf-452dbea104db,"https://api.nga.gov/iiif/9b366e1a-72b5-4658-adbf-452dbea104db/full/!200,200/0/default.jpg",primary,0,3096,4000,640.0,2012-09-04 13:37:08-04,2022-06-15 13:19:06-04,119885,,119885,1,artist,artist,25864,,"Delhez, Victor",Victor Delhez,Delhez,"Argentinean, born Belgium, 1902 - 1985",1,1902.0,1985.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina,119885,1,2002.98.91,,Sed non Satiata,c. 1945,1945,1945,1926 to 1950,wood engraving in black on wove paper,"block: 29.7 x 23 cm (11 11/16 x 9 1/16 in.)
sheet: 33.5 x 27.2 cm (13 3/16 x 10 11/16 in.)",lower center in graphite: Lew Fleurs du Mal by Charles Baudelaire ' Sed non Satiata; lower right in graphite: (not deciphered): Jacob Kainen / with all my gratitude and high / appreciation / Victor Delhez,,"Delhez, Victor",Victor Delhez,"Gift of the artist to Jacob Kainen, Washington, D.C.; gift to NGA, 2002.",Gift of Jacob Kainen,Print,,print,,0,CG-W,"Les Fleurs du Mal, by Charles Baudelaire","Les Fleurs du Mal, by Charles Baudelaire",,,2019-10-28 22:01:34.883-04,
ab5b41ee-2b1e-4f92-957b-6d08be2c7d45,https://api.nga.gov/iiif/ab5b41ee-2b1e-4f92-957b-6d08be2c7d45,"https://api.nga.gov/iiif/ab5b41ee-2b1e-4f92-957b-6d08be2c7d45/full/!200,200/0/default.jpg",primary,0,12669,10313,640.0,2012-09-25 09:53:04-04,2022-06-28 22:10:28.157-04,121051,,121051,1,artist,painter,1831,500025126.0,"Rivera, Diego",Diego Rivera,Rivera,"Mexican, 1886 - 1957",1,1886.0,1957.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,121051,1,2002.19.1,3958.0,"No. 9, Nature Morte Espagnole",1915,1915,1915,1901 to 1925,oil on canvas,"overall: 90.5 x 110.5 cm (35 5/8 x 43 1/2 in.)
framed: 94.3 x 114.8 x 1.9 cm (37 1/8 x 45 3/16 x 3/4 in.)","lower left in yellow paint with a stencil: DMR; upper left reverse, sideways: No 9 Nature / Morte / Espagnole / Rivera . 15",,"Rivera, Diego",Diego Rivera,"The artist; (Modern Gallery, New York), in 1915; Agnes Ernst Meyer [1887-1970], Mount Kisco, New York, and Washington, D.C.; her daughter, Katharine Meyer Graham [Mrs. Philip Graham, 1917-2001], Washington, D.C.; her estate; bequest 2002 to NGA.

",Gift of Katharine Graham,Painting,,painting,,0,CMC,,,,,2019-10-28 22:01:34.883-04,
b3e2219c-10fa-4d10-af45-9655e2ec1ae0,https://api.nga.gov/iiif/b3e2219c-10fa-4d10-af45-9655e2ec1ae0,"https://api.nga.gov/iiif/b3e2219c-10fa-4d10-af45-9655e2ec1ae0/full/!200,200/0/default.jpg",primary,0,4368,3743,640.0,2011-04-29 12:52:43-04,2022-06-09 12:26:00-04,121052,,121052,1,artist,painter,1831,500025126.0,"Rivera, Diego",Diego Rivera,Rivera,"Mexican, 1886 - 1957",1,1886.0,1957.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,121052,1,2001.112.1,,Montserrat,1911,1911,1911,1901 to 1925,oil on canvas,overall: 125.1 x 145.4 cm (49 1/4 x 57 1/4 in.),lower left: DiEGO M. RiVERA. 1911; center left reverse: MONTSERRAT / DiEGO M. RiVERA,,"Rivera, Diego",Diego Rivera,"The artist; (Modern Gallery, New York), by 1916; Agnes Ernst Meyer [1887-1970], Mount Kisco, New York, and Washington, D.C.; by inheritance to her daughter, Elizabeth Meyer Lorentz; gift 2001 to NGA.







","Collection of Eugene and Agnes Meyer, Gift of their daughter Elizabeth Meyer Lorentz",Painting,,painting,,0,CMC,,,,,2021-04-28 22:01:10.72-04,
de0655b8-6b5c-4c52-a30c-7463f2682939,https://api.nga.gov/iiif/de0655b8-6b5c-4c52-a30c-7463f2682939,"https://api.nga.gov/iiif/de0655b8-6b5c-4c52-a30c-7463f2682939/full/!200,200/0/default.jpg",primary,0,5941,7437,640.0,2018-02-27 18:06:33-05,2022-05-25 11:21:14-04,126500,,126500,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil,126500,1,2002.111.2.1,,A Brazilian in Florida,1996,1996,1996,1976 to 2000,woodcut in black with text in letterpress on Rives Lightweight paper,"sheet: 25.4 x 20.3 cm (10 x 8 in.)
overall (open folio): 40.6 x 50.8 cm (16 x 20 in.)",,,"Batista, Abraao",Abraao Batista,Acquired by NGA in 2002 from Graphicstudio U.S.F. the publisher of the work.,Gift of Graphicstudio/University of South Florida,Print,,print,117249.0,0,CG-W,,,,,2019-10-28 22:01:34.883-04,
67023390-6415-4cdf-b928-1d9ab5193ac9,https://api.nga.gov/iiif/67023390-6415-4cdf-b928-1d9ab5193ac9,"https://api.nga.gov/iiif/67023390-6415-4cdf-b928-1d9ab5193ac9/full/!200,200/0/default.jpg",primary,0,5930,7402,640.0,2018-02-27 18:11:22-05,2022-05-25 11:21:14-04,126501,,126501,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil,126501,1,2002.111.2.2,,A Brazilian in Florida,1996,1996,1996,1976 to 2000,woodcut in black with text in letterpress on Rives Lightweight paper,"sheet: 25.4 x 20.3 cm (10 x 8 in.)
overall (open folio): 40.6 x 50.8 cm (16 x 20 in.)",,,"Batista, Abraao",Abraao Batista,Acquired by NGA in 2002 from Graphicstudio U.S.F. the publisher of the work.,Gift of Graphicstudio/University of South Florida,Print,,print,117249.0,0,CG-W,,,,,2019-10-28 22:01:34.883-04,
b964f60a-5942-41a4-9b8d-6fe1beb3ca16,https://api.nga.gov/iiif/b964f60a-5942-41a4-9b8d-6fe1beb3ca16,"https://api.nga.gov/iiif/b964f60a-5942-41a4-9b8d-6fe1beb3ca16/full/!200,200/0/default.jpg",primary,0,5957,7409,640.0,2018-02-27 18:15:06-05,2022-05-25 11:21:15-04,126502,,126502,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil,126502,1,2002.111.2.3,,A Brazilian in Florida,1996,1996,1996,1976 to 2000,woodcut in black with text in letterpress on Rives Lightweight paper,"sheet: 25.4 x 20.3 cm (10 x 8 in.)
overall (open folio): 40.6 x 50.8 cm (16 x 20 in.)",,,"Batista, Abraao",Abraao Batista,Acquired by NGA in 2002 from Graphicstudio U.S.F. the publisher of the work.,Gift of Graphicstudio/University of South Florida,Print,,print,117249.0,0,CG-W,,,,,2019-10-28 22:01:34.883-04,
