uuid,iiifurl,iiifthumburl,viewtype,sequence,width,height,maxpixels,created,modified,depictstmsobjectid,assistivetext,objectid,displayorder,roletype,role,constituentid,ulanid,preferreddisplayname,forwarddisplayname,lastname,displaydate,artistofngaobject,beginyear,endyear,visualbrowsertimespan,nationality,visualbrowsernationality,constituenttype,Demonym,Percent_in_NGA,Country,Continent,Country Name,objectid.1,accessioned,accessionnum,locationid,title,displaydate.1,beginyear.1,endyear.1,visualbrowsertimespan.1,medium,dimensions,inscription,markings,attributioninverted,attribution,provenancetext,creditline,classification,subclassification,visualbrowserclassification,parentid,isvirtual,departmentabbr,portfolio,series,volume,watermarks,lastdetectedmodification,customprinturl
95bc5221-79a1-49e1-b75d-67832d4cb941,https://api.nga.gov/iiif/95bc5221-79a1-49e1-b75d-67832d4cb941,"https://api.nga.gov/iiif/95bc5221-79a1-49e1-b75d-67832d4cb941/full/!200,200/0/default.jpg",primary,0,2963,4000,640.0,2011-12-28 16:21:24-05,2022-06-14 16:36:02-04,46741,,46741,1,artist,artist,2911,500082877.0,"Antunez, Nemesio",Nemesio Antunez,Antunez,"Chilean, 1918 - 1993",1,1918.0,1993.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile,46741,1,1963.11.8,,Festival Andino,1954,1954,1954,1951 to 1975,color lithograph,,,,"Antunez, Nemesio",Nemesio Antunez,,Rosenwald Collection,Print,,print,,0,CG-W,,,,,2019-10-28 22:01:34.883-04,
f8a0c85d-7cfa-4e63-aeea-d67f99ea9a28,https://api.nga.gov/iiif/f8a0c85d-7cfa-4e63-aeea-d67f99ea9a28,"https://api.nga.gov/iiif/f8a0c85d-7cfa-4e63-aeea-d67f99ea9a28/full/!200,200/0/default.jpg",primary,0,5297,4171,640.0,2011-02-04 15:23:10-05,2022-05-20 14:15:08-04,46537,,46537,1,artist,artist,1831,500025126.0,"Rivera, Diego",Diego Rivera,Rivera,"Mexican, 1886 - 1957",1,1886.0,1957.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,46537,1,1963.10.62,,Chester Dale,1945,1945,1945,1926 to 1950,oil on canvas,"overall: 100.3 x 126.8 cm (39 1/2 x 49 15/16 in.)
framed: 125.1 x 151.1 cm (49 1/4 x 59 1/2 in.)",upper left: To my very dear friend Chester Dale / DiegoRivera. August 1945; lower right on book: FRENCH PAIN[TING] / from the / CHESTER DALE / COLLECTION,,"Rivera, Diego",Diego Rivera,"Commissioned 1945 by Chester Dale [1883-1962], New York; bequest 1963 to NGA.",Chester Dale Collection,Painting,,painting,,0,CMC,,,,,2019-10-28 22:01:34.883-04,
a2bc5dff-08a4-46d5-9784-bed07028d33b,https://api.nga.gov/iiif/a2bc5dff-08a4-46d5-9784-bed07028d33b,"https://api.nga.gov/iiif/a2bc5dff-08a4-46d5-9784-bed07028d33b/full/!200,200/0/default.jpg",primary,0,2926,4000,640.0,2011-12-28 16:30:34-05,2022-06-14 16:36:03-04,48425,,48425,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile,48425,1,1964.8.1273,,Compostion XVI,1962,1962,1962,1951 to 1975,"color etching, soft-ground, and aquatint with embossing",,,,Matta,Matta,,Rosenwald Collection,Print,,print,,0,CG-W,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",,,2019-10-28 22:01:34.883-04,
c73c0136-d48d-4bea-89e3-d19372077470,https://api.nga.gov/iiif/c73c0136-d48d-4bea-89e3-d19372077470,"https://api.nga.gov/iiif/c73c0136-d48d-4bea-89e3-d19372077470/full/!200,200/0/default.jpg",primary,0,4000,3101,640.0,2011-12-28 16:17:29-05,2022-06-14 16:36:01-04,48413,,48413,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile,48413,1,1964.8.1261,,Compostion IV,1962,1962,1962,1951 to 1975,"color etching, soft-ground, and aquatint",,,,Matta,Matta,,Rosenwald Collection,Print,,print,,0,CG-W,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",,,2019-10-28 22:01:34.883-04,
1f1918c9-9d30-4491-a94e-e35d3ad8b891,https://api.nga.gov/iiif/1f1918c9-9d30-4491-a94e-e35d3ad8b891,"https://api.nga.gov/iiif/1f1918c9-9d30-4491-a94e-e35d3ad8b891/full/!200,200/0/default.jpg",primary,0,4000,3084,640.0,2011-12-28 16:16:40-05,2022-06-14 16:36:01-04,48410,,48410,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile,48410,1,1964.8.1258,,Compostion I,1962,1962,1962,1951 to 1975,"color etching, soft-ground, and aquatint on Japan paper",,,,Matta,Matta,,Rosenwald Collection,Print,,print,,0,CG-W,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",,,2019-10-28 22:01:34.883-04,
6ce2f494-6ec3-4583-9f81-9706df4b6136,https://api.nga.gov/iiif/6ce2f494-6ec3-4583-9f81-9706df4b6136,"https://api.nga.gov/iiif/6ce2f494-6ec3-4583-9f81-9706df4b6136/full/!200,200/0/default.jpg",primary,0,4000,3120,640.0,2011-12-28 16:12:18-05,2022-06-14 16:36:00-04,48411,,48411,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile,48411,1,1964.8.1259,,Compostion II,1962,1962,1962,1951 to 1975,"color etching, soft-ground, and aquatint",,,,Matta,Matta,,Rosenwald Collection,Print,,print,,0,CG-W,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",,,2019-10-28 22:01:34.883-04,
09d76aa7-c404-4df9-b46a-f754737eedce,https://api.nga.gov/iiif/09d76aa7-c404-4df9-b46a-f754737eedce,"https://api.nga.gov/iiif/09d76aa7-c404-4df9-b46a-f754737eedce/full/!200,200/0/default.jpg",primary,0,4000,3125,640.0,2011-12-28 16:15:34-05,2022-06-14 16:36:01-04,48412,,48412,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile,48412,1,1964.8.1260,,Compostion III,1962,1962,1962,1951 to 1975,color soft-ground etching and aquatint,,,,Matta,Matta,,Rosenwald Collection,Print,,print,,0,CG-W,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",,,2019-10-28 22:01:34.883-04,
9d101e31-4820-4998-a340-2e8a09be6927,https://api.nga.gov/iiif/9d101e31-4820-4998-a340-2e8a09be6927,"https://api.nga.gov/iiif/9d101e31-4820-4998-a340-2e8a09be6927/full/!200,200/0/default.jpg",primary,0,4000,3097,640.0,2011-12-28 16:18:59-05,2022-06-14 16:36:01-04,48414,,48414,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile,48414,1,1964.8.1262,,Compostion V,1962,1962,1962,1951 to 1975,"color etching, soft-ground, and aquatint",,,,Matta,Matta,,Rosenwald Collection,Print,,print,,0,CG-W,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",,,2019-10-28 22:01:34.883-04,
edeb1537-b0ba-44b0-9f3d-48c691a4cdba,https://api.nga.gov/iiif/edeb1537-b0ba-44b0-9f3d-48c691a4cdba,"https://api.nga.gov/iiif/edeb1537-b0ba-44b0-9f3d-48c691a4cdba/full/!200,200/0/default.jpg",primary,0,4000,3106,640.0,2011-12-28 16:20:03-05,2022-06-14 16:36:02-04,48415,,48415,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile,48415,1,1964.8.1263,,Compostion VI,1962,1962,1962,1951 to 1975,"color etching, soft-ground, and aquatint",,,,Matta,Matta,,Rosenwald Collection,Print,,print,,0,CG-W,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",,,2019-10-28 22:01:34.883-04,
913cdf51-5667-4213-a85b-3cc6096f09e4,https://api.nga.gov/iiif/913cdf51-5667-4213-a85b-3cc6096f09e4,"https://api.nga.gov/iiif/913cdf51-5667-4213-a85b-3cc6096f09e4/full/!200,200/0/default.jpg",primary,0,4000,3078,640.0,2011-12-28 16:14:47-05,2022-06-14 16:36:01-04,48416,,48416,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile,48416,1,1964.8.1264,,Compostion VII,1962,1962,1962,1951 to 1975,"color etching, soft-ground, and aquatint",,,,Matta,Matta,,Rosenwald Collection,Print,,print,,0,CG-W,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",,,2019-10-28 22:01:34.883-04,
e146e959-b80b-43f3-bac0-6d877fee3fb3,https://api.nga.gov/iiif/e146e959-b80b-43f3-bac0-6d877fee3fb3,"https://api.nga.gov/iiif/e146e959-b80b-43f3-bac0-6d877fee3fb3/full/!200,200/0/default.jpg",primary,0,4000,3102,640.0,2011-12-28 16:13:06-05,2022-06-14 16:36:01-04,48417,,48417,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile,48417,1,1964.8.1265,,Compostion VIII,1962,1962,1962,1951 to 1975,"color etching, soft-ground, and aquatint",,,,Matta,Matta,,Rosenwald Collection,Print,,print,,0,CG-W,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",,,2019-10-28 22:01:34.883-04,
352fc4ff-4fa9-4187-b46d-dbd9b867f94a,https://api.nga.gov/iiif/352fc4ff-4fa9-4187-b46d-dbd9b867f94a,"https://api.nga.gov/iiif/352fc4ff-4fa9-4187-b46d-dbd9b867f94a/full/!200,200/0/default.jpg",primary,0,4000,3106,640.0,2011-12-28 16:13:53-05,2022-06-14 16:36:01-04,48418,,48418,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile,48418,1,1964.8.1266,,Compostion IX,1962,1962,1962,1951 to 1975,color soft-ground etching and aquatint,,,,Matta,Matta,,Rosenwald Collection,Print,,print,,0,CG-W,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",,,2019-10-28 22:01:34.883-04,
8fecf953-0364-438d-b88b-63d8c842f7f6,https://api.nga.gov/iiif/8fecf953-0364-438d-b88b-63d8c842f7f6,"https://api.nga.gov/iiif/8fecf953-0364-438d-b88b-63d8c842f7f6/full/!200,200/0/default.jpg",primary,0,4000,3094,640.0,2011-12-28 16:23:23-05,2022-06-14 16:36:02-04,48419,,48419,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile,48419,1,1964.8.1267,,Compostion X,1962,1962,1962,1951 to 1975,"color etching, soft-ground, and aquatint",,,,Matta,Matta,,Rosenwald Collection,Print,,print,,0,CG-W,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",,,2019-10-28 22:01:34.883-04,
262d1dc1-410e-48c0-9912-69f458c55b7b,https://api.nga.gov/iiif/262d1dc1-410e-48c0-9912-69f458c55b7b,"https://api.nga.gov/iiif/262d1dc1-410e-48c0-9912-69f458c55b7b/full/!200,200/0/default.jpg",primary,0,4000,3083,640.0,2011-12-28 16:24:24-05,2022-06-14 16:36:02-04,48420,,48420,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile,48420,1,1964.8.1268,,Compostion XI,1962,1962,1962,1951 to 1975,"color etching, soft-ground, and aquatint",,,,Matta,Matta,,Rosenwald Collection,Print,,print,,0,CG-W,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",,,2019-10-28 22:01:34.883-04,
8124fbd0-40d6-43cd-a3f9-9e7987b6520f,https://api.nga.gov/iiif/8124fbd0-40d6-43cd-a3f9-9e7987b6520f,"https://api.nga.gov/iiif/8124fbd0-40d6-43cd-a3f9-9e7987b6520f/full/!200,200/0/default.jpg",primary,0,4000,3087,640.0,2011-12-28 16:25:14-05,2022-06-14 16:36:03-04,48421,,48421,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile,48421,1,1964.8.1269,,Compostion XII,1962,1962,1962,1951 to 1975,color soft-ground etching and aquatint,,,,Matta,Matta,,Rosenwald Collection,Print,,print,,0,CG-W,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",,,2019-10-28 22:01:34.883-04,
a6fdd3ed-a844-4fdb-8e1c-0e734adcbec0,https://api.nga.gov/iiif/a6fdd3ed-a844-4fdb-8e1c-0e734adcbec0,"https://api.nga.gov/iiif/a6fdd3ed-a844-4fdb-8e1c-0e734adcbec0/full/!200,200/0/default.jpg",primary,0,4000,3066,640.0,2011-12-28 16:26:09-05,2022-06-14 16:36:03-04,48422,,48422,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile,48422,1,1964.8.1270,,Compostion XIII,1962,1962,1962,1951 to 1975,"color etching, soft-ground, and aquatint",,,,Matta,Matta,,Rosenwald Collection,Print,,print,,0,CG-W,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",,,2019-10-28 22:01:34.883-04,
1cb0dbd7-2c0a-4850-b5de-ff290429c6d1,https://api.nga.gov/iiif/1cb0dbd7-2c0a-4850-b5de-ff290429c6d1,"https://api.nga.gov/iiif/1cb0dbd7-2c0a-4850-b5de-ff290429c6d1/full/!200,200/0/default.jpg",primary,0,4000,3108,640.0,2011-12-28 16:27:15-05,2022-06-14 16:36:03-04,48423,,48423,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile,48423,1,1964.8.1271,,Compostion XIV,1962,1962,1962,1951 to 1975,color soft-ground and aquatint,,,,Matta,Matta,,Rosenwald Collection,Print,,print,,0,CG-W,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",,,2019-10-28 22:01:34.883-04,
03aee0ba-e281-49a1-9898-78fab8294897,https://api.nga.gov/iiif/03aee0ba-e281-49a1-9898-78fab8294897,"https://api.nga.gov/iiif/03aee0ba-e281-49a1-9898-78fab8294897/full/!200,200/0/default.jpg",primary,0,2882,4000,640.0,2011-12-28 16:29:42-05,2022-06-14 16:36:03-04,48424,,48424,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile,48424,1,1964.8.1272,,Compostion XV,1962,1962,1962,1951 to 1975,"color etching, soft-ground, and aquatint with embossing",,,,Matta,Matta,,Rosenwald Collection,Print,,print,,0,CG-W,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",,,2019-10-28 22:01:34.883-04,
7f202e56-ff73-4937-bf0e-4ac1e05ab884,https://api.nga.gov/iiif/7f202e56-ff73-4937-bf0e-4ac1e05ab884,"https://api.nga.gov/iiif/7f202e56-ff73-4937-bf0e-4ac1e05ab884/full/!200,200/0/default.jpg",primary,0,4000,1700,640.0,2012-01-23 12:57:32-05,2022-06-14 16:39:36-04,48683,,48683,1,artist,artist,5444,,"Silva Santamaría, Guillermo",Guillermo Silva Santamaría,Silva Santamaría,"Mexican, born 1922",1,1922.0,,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,48683,1,1964.8.1529,,A la Carga,1963,1963,1963,1951 to 1975,color engraving,,,,"Silva Santamaría, Guillermo",Guillermo Silva Santamaría,,Rosenwald Collection,Print,,print,,0,CG-W,,,,,2019-10-28 22:01:34.883-04,
ed27b62b-1dc8-4cf4-b40a-6289bbea481b,https://api.nga.gov/iiif/ed27b62b-1dc8-4cf4-b40a-6289bbea481b,"https://api.nga.gov/iiif/ed27b62b-1dc8-4cf4-b40a-6289bbea481b/full/!200,200/0/default.jpg",primary,0,2770,4000,640.0,2012-01-23 13:50:27-05,2022-06-14 16:39:58-04,48684,,48684,1,artist,artist,5444,,"Silva Santamaría, Guillermo",Guillermo Silva Santamaría,Silva Santamaría,"Mexican, born 1922",1,1922.0,,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,48684,1,1964.8.1530,,Vendedor del Carrito,1963,1963,1963,1951 to 1975,color engraving,,,,"Silva Santamaría, Guillermo",Guillermo Silva Santamaría,,Rosenwald Collection,Print,,print,,0,CG-W,,,,,2019-10-28 22:01:34.883-04,
de711854-181d-4749-ae22-30bfa44b95cc,https://api.nga.gov/iiif/de711854-181d-4749-ae22-30bfa44b95cc,"https://api.nga.gov/iiif/de711854-181d-4749-ae22-30bfa44b95cc/full/!200,200/0/default.jpg",primary,0,2213,3000,640.0,2012-10-03 13:53:02-04,2022-06-28 22:10:25.24-04,52380,,52380,1,artist,artist,1876,500008908.0,"Siqueiros, David Alfaro",David Alfaro Siqueiros,Siqueiros,"Mexican, 1896 - 1974",1,1896.0,1974.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,52380,1,1970.29.1,13193.0,Self-Portrait,1948,1948,1948,1926 to 1950,oil on hardboard,"overall: 120.7 x 90.8 cm (47 1/2 x 35 3/4 in.)
framed: 142.9 x 113 x 5 cm (56 1/4 x 44 1/2 x 1 15/16 in.)",lower center: SIQUEIROS / 5-1948,,"Siqueiros, David Alfaro",David Alfaro Siqueiros,"Dr. and Mrs. Alvar Carrillo Gil, Mexico; purchased 1970 by NGA.",Andrew W. Mellon Fund,Painting,,painting,,0,CMC,,,,,2019-10-28 22:01:34.883-04,
3372369e-7bf1-4f3c-b49f-b17b541e33cb,https://api.nga.gov/iiif/3372369e-7bf1-4f3c-b49f-b17b541e33cb,"https://api.nga.gov/iiif/3372369e-7bf1-4f3c-b49f-b17b541e33cb/full/!200,200/0/default.jpg",primary,0,4000,2775,640.0,2012-01-23 13:48:26-05,2022-06-14 16:39:58-04,53076,,53076,1,artist,artist,1918,500024331.0,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899.0,1991.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,53076,1,1971.86.42,,Aztec Landscape,1951,1951,1951,1951 to 1975,color lithograph,,,,"Tamayo, Rufino",Rufino Tamayo,,Gift of Mr. and Mrs. Burton Tremaine,Print,,print,,0,CG-W,,,,,2019-10-28 22:01:34.883-04,
0365f216-a97d-4174-bec1-21175b071231,https://api.nga.gov/iiif/0365f216-a97d-4174-bec1-21175b071231,"https://api.nga.gov/iiif/0365f216-a97d-4174-bec1-21175b071231/full/!200,200/0/default.jpg",primary,0,23610,18200,640.0,2018-09-14 12:17:24-04,2022-06-28 22:22:59.13-04,53085,,53085,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile,53085,1,1971.87.6,13193.0,Genesis,1942,1942,1942,1926 to 1950,oil on canvas,"overall: 71.1 x 91.4 cm (28 x 36 in.)
framed: 77.4 x 97.8 x 3.8 cm (30 1/2 x 38 1/2 x 1 1/2 in.)",,,Matta,Matta,"Burton G. [1902-1991] and Emily Hall [1908-1987] Tremaine, Madison, Connecticut; gift 1971 to NGA.

",Gift of Mr. and Mrs. Burton Tremaine,Painting,,painting,,0,CMC,,,,,2019-12-03 22:01:19.043-05,
dbcb1da7-a92d-4104-bbac-419f8cccde88,https://api.nga.gov/iiif/dbcb1da7-a92d-4104-bbac-419f8cccde88,"https://api.nga.gov/iiif/dbcb1da7-a92d-4104-bbac-419f8cccde88/full/!200,200/0/default.jpg",primary,0,7261,9906,640.0,2013-01-08 11:53:49-05,2022-05-20 11:02:00-04,55604,,55604,1,artist,artist,1864,500118070.0,"Scliar, Carlos",Carlos Scliar,Scliar,"Brazilian, born 1920",1,1920.0,,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil,55604,1,1975.99.1,,Still Life,1970,1970,1970,1951 to 1975,oil on cardboard,overall: 74.8 x 54.9 cm (29 7/16 x 21 5/8 in.),lower right: Scliar 26.11.70,,"Scliar, Carlos",Carlos Scliar,"John W. Mowinckel, Paris; gift 1975 to NGA.

",Gift of John W. Mowinckel in honor of Ambassador John P. Humes,Painting,,painting,,0,CMC,,,,,2019-10-28 22:01:34.883-04,
e659ba16-5331-4a1f-8057-d5638d3033d5,https://api.nga.gov/iiif/e659ba16-5331-4a1f-8057-d5638d3033d5,"https://api.nga.gov/iiif/e659ba16-5331-4a1f-8057-d5638d3033d5/full/!200,200/0/default.jpg",primary,0,4000,2873,640.0,2009-10-22 15:32:34-04,2022-05-20 13:30:42-04,57135,,57135,1,artist,artist,1831,500025126.0,"Rivera, Diego",Diego Rivera,Rivera,"Mexican, 1886 - 1957",1,1886.0,1957.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,57135,1,1979.41.10,,Boy with Melon,1936,1936,1936,1926 to 1950,brush and black ink,overall (approximate): 27.6 x 39.5 cm (10 7/8 x 15 9/16 in.),lower right: Diego Rivera. 36,,"Rivera, Diego",Diego Rivera,D.F. Platt (Lugt Supp.750a),John Davis Hatch Collection,Drawing,,drawing,,0,CG-W,,,,,2019-10-28 22:01:34.883-04,
57208a53-7519-41e4-bf8d-a75417c90e3e,https://api.nga.gov/iiif/57208a53-7519-41e4-bf8d-a75417c90e3e,"https://api.nga.gov/iiif/57208a53-7519-41e4-bf8d-a75417c90e3e/full/!200,200/0/default.jpg",primary,0,3013,3154,640.0,2012-01-19 15:16:03-05,2022-06-14 16:38:30-04,57720,,57720,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala,57720,1,1980.45.71,,Tetra,,1933,1992,1926 to 1950,mezzotint on wove paper,,"recto: below image, in graphite: 1/60 TETRA RA",none,"Abularach, Rodolfo",Rodolfo Abularach,,Rosenwald Collection,Print,,print,,0,CG-W,,,,none,2022-05-18 22:01:20.37-04,
479cbaab-d876-4322-b628-d49dbec24829,https://api.nga.gov/iiif/479cbaab-d876-4322-b628-d49dbec24829,"https://api.nga.gov/iiif/479cbaab-d876-4322-b628-d49dbec24829/full/!200,200/0/default.jpg",primary,0,4000,3061,640.0,2012-01-19 16:01:47-05,2022-06-14 16:38:50-04,57798,,57798,1,artist,artist,3507,500015512.0,"Berni, Antonio",Antonio Berni,Berni,"Argentinean, 1905 - 1981",1,1905.0,1981.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina,57798,1,1980.45.150,,The Meeting of Ramona and John,1966,1966,1966,1951 to 1975,relief print,,,,"Berni, Antonio",Antonio Berni,,Rosenwald Collection,Print,,print,,0,CG-W,,,,,2019-10-28 22:01:34.883-04,
ee10791e-4749-497d-847a-f81360eba018,https://api.nga.gov/iiif/ee10791e-4749-497d-847a-f81360eba018,"https://api.nga.gov/iiif/ee10791e-4749-497d-847a-f81360eba018/full/!200,200/0/default.jpg",primary,0,3449,4000,640.0,2012-01-20 18:26:03-05,2022-06-14 16:39:27-04,58637,,58637,1,artist,artist,4585,,"Larez, Francisco",Francisco Larez,Larez,"Venezuelan, born 1936",1,1936.0,,1926 to 1950,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of",58637,1,1980.45.925,,LXXVII-F,1965,1965,1965,1951 to 1975,color relief print,,,,"Larez, Francisco",Francisco Larez,,Rosenwald Collection,Print,,print,,0,CG-E,,,,,2019-10-28 22:01:34.883-04,
146407fc-e358-43d9-9cd1-9f21026a831d,https://api.nga.gov/iiif/146407fc-e358-43d9-9cd1-9f21026a831d,"https://api.nga.gov/iiif/146407fc-e358-43d9-9cd1-9f21026a831d/full/!200,200/0/default.jpg",primary,0,2639,4000,640.0,2011-12-28 15:59:18-05,2022-06-14 16:35:58-04,58848,,58848,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil,58848,1,1980.45.1134,,Fontamara V,1947,1947,1947,1926 to 1950,woodcut,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,print,,0,CG-W,Fontamara Series,Fontamara Series,,,2019-10-28 22:01:34.883-04,
aa86e42b-eb01-43d4-92eb-5ea002f7e83f,https://api.nga.gov/iiif/aa86e42b-eb01-43d4-92eb-5ea002f7e83f,"https://api.nga.gov/iiif/aa86e42b-eb01-43d4-92eb-5ea002f7e83f/full/!200,200/0/default.jpg",primary,0,3474,3640,640.0,2011-12-28 16:08:04-05,2022-06-14 16:36:00-04,58844,,58844,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil,58844,1,1980.45.1130,,Fontamara I,1947,1947,1947,1926 to 1950,woodcut,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,print,,0,CG-W,Fontamara Series,Fontamara Series,,,2019-10-28 22:01:34.883-04,
c08cc34a-c90d-49a5-9ff1-c7f72209fa0c,https://api.nga.gov/iiif/c08cc34a-c90d-49a5-9ff1-c7f72209fa0c,"https://api.nga.gov/iiif/c08cc34a-c90d-49a5-9ff1-c7f72209fa0c/full/!200,200/0/default.jpg",primary,0,2599,4000,640.0,2011-12-28 15:50:36-05,2022-06-14 16:35:57-04,58845,,58845,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil,58845,1,1980.45.1131,,Fontamara II,1947,1947,1947,1926 to 1950,woodcut,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,print,,0,CG-W,Fontamara Series,Fontamara Series,,,2019-10-28 22:01:34.883-04,
