,Unnamed: 0,objectid,displayorder,roletype,role,constituentid,ulanid,preferreddisplayname,forwarddisplayname,lastname,displaydate,artistofngaobject,beginyear,endyear,visualbrowsertimespan,nationality,visualbrowsernationality,constituenttype,Demonym,Percent_in_NGA,Country,Continent,Country Name
335,335,175301,1,artist,sculptor,35395,500115078.0,"Neto, Ernesto",Ernesto Neto,Neto,"Brazilian, born 1964",1,1964.0,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
336,336,217334,2,artist,artist after,49729,,"Bernardelli, Rodolfo",Rodolfo Bernardelli,Bernardelli,"Brazilian, born Mexico, 1852 - 1931",1,1852.0,1931.0,1851 to 1875,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
337,337,57945,1,artist,artist,3682,,"Caporaso, Angelica",Angelica Caporaso,Caporaso,"Argentinean, born 1928",1,1928.0,,1926 to 1950,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
338,338,70289,1,artist,artist,6582,500117887.0,"Hlito, Alfredo",Alfredo Hlito,Hlito,"Argentinean, 1923 - 1993",1,1923.0,1993.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
339,339,111090,2,artist,printer,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
340,340,111092,3,artist,printer,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
341,341,111093,3,artist,printer,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
342,342,61468,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
343,343,61474,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
344,344,61476,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
345,345,61477,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
346,346,61478,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
347,347,61480,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
348,348,61485,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
349,349,117249,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
350,350,117293,1,artist,artist,24996,500127970.0,"Miranda, Ibrahim",Ibrahim Miranda,Miranda,"Cuban, born 1969",1,1969.0,,1951 to 1975,Cuban,Other,individual,Cuban,0.0003919775266218,CU,North America,Cuba
351,351,117297,1,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
352,352,61490,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
353,353,128543,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
354,354,126505,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
355,355,126507,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
356,356,133867,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
357,357,133868,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
358,358,133881,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
359,359,143119,2,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
360,360,53093,1,artist,artist,1112,500077157.0,"Castro-Cid, Enrique",Enrique Castro-Cid,Castro-Cid,"Chilean, 1937 - 1992",1,1937.0,1992.0,1926 to 1950,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
361,361,73135,1,artist,artist,1876,500008908.0,"Siqueiros, David Alfaro",David Alfaro Siqueiros,Siqueiros,"Mexican, 1896 - 1974",1,1896.0,1974.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
362,362,154216,1,artist,sculptor,35395,500115078.0,"Neto, Ernesto",Ernesto Neto,Neto,"Brazilian, born 1964",1,1964.0,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
363,363,33363,1,artist,artist,3820,500118509.0,"Costa, Olga",Olga Costa,Costa,"Mexican, born 1913",1,1913.0,2013.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
364,364,174168,1,artist,artist,41247,500020110.0,"Zúñiga, Francisco",Francisco Zúñiga,Zúñiga,"Mexican, born Costa Rica, 1913 - 1998",1,1913.0,1998.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
365,365,221518,1,artist,artist,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
366,366,48683,1,artist,artist,5444,,"Silva Santamaría, Guillermo",Guillermo Silva Santamaría,Silva Santamaría,"Mexican, born 1922",1,1922.0,,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
367,367,52380,1,artist,artist,1876,500008908.0,"Siqueiros, David Alfaro",David Alfaro Siqueiros,Siqueiros,"Mexican, 1896 - 1974",1,1896.0,1974.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
368,368,111088,3,artist,printer,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
369,369,111091,3,artist,printer,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
370,370,111096,3,artist,printer,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
371,371,61467,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
372,372,61473,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
373,373,61475,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
374,374,61481,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
375,375,61484,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
376,376,61486,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
377,377,61488,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
378,378,117438,1,artist,artist,27342,,"Magalhaes, Aloísio",Aloísio Magalhaes,Magalhaes,"Brazilian, 1927 - 1982",1,1927.0,1982.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
379,379,126503,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
380,380,126501,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
381,381,133864,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
382,382,133866,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
383,383,133878,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
384,384,133879,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
385,385,139546,2,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
386,386,143115,2,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
387,387,143117,2,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
388,388,143121,2,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
389,389,143122,2,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
390,390,143123,2,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
391,391,150852,1,artist,artist,2518,500031259.0,"Torres-García, Joaquín",Joaquín Torres-García,Torres-García,"Uruguayan, 1874 - 1949",1,1874.0,1949.0,1851 to 1875,Uruguayan,Other,individual,Uruguayan,0.0001306591755406,UY,South America,Uruguay
392,392,30303,1,artist,artist,1876,500008908.0,"Siqueiros, David Alfaro",David Alfaro Siqueiros,Siqueiros,"Mexican, 1896 - 1974",1,1896.0,1974.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
393,393,165695,15,artist,artist,48199,,"Macedo, Sergio",Sergio Macedo,Macedo,"Brazilian, born 1951",1,1951.0,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
394,394,57720,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
395,395,30640,1,artist,artist,1876,500008908.0,"Siqueiros, David Alfaro",David Alfaro Siqueiros,Siqueiros,"Mexican, 1896 - 1974",1,1896.0,1974.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
396,396,201240,5,artist,artist,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
397,397,48684,1,artist,artist,5444,,"Silva Santamaría, Guillermo",Guillermo Silva Santamaría,Silva Santamaría,"Mexican, born 1922",1,1922.0,,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
398,398,48916,1,artist,artist,4075,500124517.0,"Ferrari, Leon",Leon Ferrari,Ferrari,"Argentinean, born 1920",1,1920.0,,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
399,399,111089,3,artist,printer,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
400,400,61460,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
401,401,61462,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
402,402,61463,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
403,403,61465,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
404,404,61471,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
405,405,61479,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
406,406,61483,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
407,407,61487,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
408,408,116224,1,artist,artist,24648,,"García, Héctor",Héctor García,García,"Mexican, 1923 - 2012",1,1923.0,2012.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
409,409,117298,1,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
410,410,61491,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
411,411,126506,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
412,412,126500,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
413,413,143120,2,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
414,414,59857,1,artist,artist,2518,500031259.0,"Torres-García, Joaquín",Joaquín Torres-García,Torres-García,"Uruguayan, 1874 - 1949",1,1874.0,1949.0,1851 to 1875,Uruguayan,Other,individual,Uruguayan,0.0001306591755406,UY,South America,Uruguay
415,415,150532,1,artist,artist,34779,500034427.0,"Milhazes, Beatriz",Beatriz Milhazes,Milhazes,"Brazilian, born 1960",1,1960.0,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
416,416,70285,1,artist,artist,6580,500117890.0,"Fernández-Muro, José Antonio",José Antonio Fernández-Muro,Fernández-Muro,"Argentinean, born 1920",1,1920.0,,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
417,417,70298,1,artist,artist,6585,500117955.0,"Aguero, Leopoldo Torres",Leopoldo Torres Aguero,Aguero,"Argentinean, 1924 - 1996",1,1924.0,1996.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
418,418,11852,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899.0,1972.0,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
419,419,48930,1,artist,artist,3453,500080572.0,"Zanartú, Enrique Antunez",Enrique Antunez Zanartú,Zanartú,"Chilean, 1921 - 2000",1,1921.0,2000.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
420,420,117294,1,artist,artist,24997,,"Castillo, Liset",Liset Castillo,Castillo,"Cuban, born 1974",1,1974.0,,1951 to 1975,Cuban,Other,individual,Cuban,0.0003919775266218,CU,North America,Cuba
421,421,143191,2,artist,publisher,35252,,Taller de Grafica Popular,Taller de Grafica Popular,,"Mexican, founded 1937",1,1937.0,,1926 to 1950,Mexican,Mexican,corporate,Mexican,0.0024171947475011,MX,North America,Mexico
422,422,30252,1,artist,artist,3951,500071567.0,"Dosamantes, Francisco",Francisco Dosamantes,Dosamantes,"Mexican, 1911 - 1986",1,1911.0,1986.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
423,423,9504,1,artist,artist,5136,500012316.0,"Orozco, José Clemente",José Clemente Orozco,Orozco,"Mexican, 1883 - 1949",1,1883.0,1949.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
424,424,30274,1,artist,artist,5136,500012316.0,"Orozco, José Clemente",José Clemente Orozco,Orozco,"Mexican, 1883 - 1949",1,1883.0,1949.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
425,425,154126,1,artist,artist,35145,500117883.0,"Kuitca, Guillermo",Guillermo Kuitca,Kuitca,"Argentinean, born 1961",1,1961.0,,1951 to 1975,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
426,426,4554,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899.0,1972.0,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
427,427,4555,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899.0,1972.0,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
428,428,157357,1,artist,artist,36273,500349250.0,"Rossell, Daniela",Daniela Rossell,Rossell,"Mexican, born 1973",1,1973.0,,1951 to 1975,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
429,429,30476,1,artist,artist,5265,500032573.0,"Posada, José Guadalupe",José Guadalupe Posada,Posada,"Mexican, 1851 - 1913",1,1851.0,1913.0,1851 to 1875,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
430,430,183747,1,artist,artist,3951,500071567.0,"Dosamantes, Francisco",Francisco Dosamantes,Dosamantes,"Mexican, 1911 - 1986",1,1911.0,1986.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
431,431,33511,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
432,432,33514,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
433,433,33516,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
434,434,201189,1,artist,artist,16975,500004593.0,"Merida, Carlos",Carlos Merida,Merida,"Guatemalan, 1891 - 1984",1,1891.0,1984.0,1876 to 1900,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
435,435,221003,1,artist,artist,38881,,"Horna, Kati",Kati Horna,Horna,"Mexican, born Austria-Hungary, 1912 - 2000",1,1912.0,2000.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
436,436,221109,1,artist,artist,2894,500202173.0,"Amero, Emilio",Emilio Amero,Amero,"Mexican, 1901 - 1976",1,1901.0,1976.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
437,437,221111,1,artist,artist,2894,500202173.0,"Amero, Emilio",Emilio Amero,Amero,"Mexican, 1901 - 1976",1,1901.0,1976.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
438,438,223251,1,artist,artist,38881,,"Horna, Kati",Kati Horna,Horna,"Mexican, born Austria-Hungary, 1912 - 2000",1,1912.0,2000.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
439,439,61236,1,artist,artist,2768,500034419.0,"Sutil, Francisca",Francisca Sutil,Sutil,"Chilean, born 1952",1,1952.0,,1951 to 1975,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
440,440,70297,1,artist,artist,6588,,"Sanchez, Ideal",Ideal Sanchez,Sanchez,"Argentinean, 1916 - 1998",1,1916.0,1998.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
441,441,48898,1,artist,artist,4576,500465427.0,"Langlois, Juan Carlos",Juan Carlos Langlois,Langlois,"Argentinean, born 1926",1,1926.0,,1926 to 1950,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
442,442,119885,1,artist,artist,25864,,"Delhez, Victor",Victor Delhez,Delhez,"Argentinean, born Belgium, 1902 - 1985",1,1902.0,1985.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
443,443,133435,1,artist,artist,5136,500012316.0,"Orozco, José Clemente",José Clemente Orozco,Orozco,"Mexican, 1883 - 1949",1,1883.0,1949.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
444,444,42617,1,artist,artist,2894,500202173.0,"Amero, Emilio",Emilio Amero,Amero,"Mexican, 1901 - 1976",1,1901.0,1976.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
445,445,135408,2,artist,artist,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
446,446,135410,5,artist,designer,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
