,Unnamed: 0,objectid,displayorder,roletype,role,constituentid,ulanid,preferreddisplayname,forwarddisplayname,lastname,displaydate,artistofngaobject,beginyear,endyear,visualbrowsertimespan,nationality,visualbrowsernationality,constituenttype,Demonym,Percent_in_NGA,Country,Continent,Country Name
111,111,211391,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
112,112,70291,1,artist,artist,6583,,"Lanus, Jose Maria",Jose Maria Lanus,Lanus,"Argentinean, born 1922",1,1922.0,,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
113,113,104921,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
114,114,117257,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
115,115,10591,1,artist,artist,1918,500024331.0,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899.0,1991.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
116,116,126931,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
117,117,139546,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
118,118,139546,3,artist,author,34339,,"de Ávila, Alejandro",Alejandro de Ávila,de Ávila,Mexican,1,,,,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
119,119,143115,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
120,120,143115,3,artist,author,34339,,"de Ávila, Alejandro",Alejandro de Ávila,de Ávila,Mexican,1,,,,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
121,121,143117,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
122,122,143117,3,artist,author,34339,,"de Ávila, Alejandro",Alejandro de Ávila,de Ávila,Mexican,1,,,,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
123,123,143121,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
124,124,143121,3,artist,author,34339,,"de Ávila, Alejandro",Alejandro de Ávila,de Ávila,Mexican,1,,,,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
125,125,143122,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
126,126,143122,3,artist,author,34339,,"de Ávila, Alejandro",Alejandro de Ávila,de Ávila,Mexican,1,,,,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
127,127,143123,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
128,128,143123,3,artist,author,34339,,"de Ávila, Alejandro",Alejandro de Ávila,de Ávila,Mexican,1,,,,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
129,129,61910,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
130,130,61911,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
131,131,61916,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
132,132,61926,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
133,133,61927,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
134,134,61935,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
135,135,74838,1,artist,artist,6962,,"Lozza, Raul",Raul Lozza,Lozza,"Argentinean, born 1911",1,1911.0,2011.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
136,136,61990,1,artist,artist,5918,500117602.0,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912.0,1994.0,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
137,137,61991,1,artist,artist,5918,500117602.0,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912.0,1994.0,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
138,138,61998,1,artist,artist,5918,500117602.0,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912.0,1994.0,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
139,139,163543,1,artist,artist,1918,500024331.0,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899.0,1991.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
140,140,62000,1,artist,artist,5918,500117602.0,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912.0,1994.0,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
141,141,62003,1,artist,artist,5918,500117602.0,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912.0,1994.0,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
142,142,62004,1,artist,artist,5918,500117602.0,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912.0,1994.0,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
143,143,62005,1,artist,artist,5918,500117602.0,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912.0,1994.0,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
144,144,62008,1,artist,artist,5918,500117602.0,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912.0,1994.0,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
145,145,62009,1,artist,artist,5918,500117602.0,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912.0,1994.0,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
146,146,62011,1,artist,artist,5918,500117602.0,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912.0,1994.0,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
147,147,171744,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
148,148,48423,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
149,149,173316,1,artist,artist,41056,500023797.0,"Yampolsky, Mariana",Mariana Yampolsky,Yampolsky,"Mexican, born United States, 1925 - 2002",1,1925.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
150,150,174306,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
151,151,58986,1,artist,artist,5449,,"Saunier, Hector",Hector Saunier,Saunier,"Argentinean, born 1936",1,1936.0,,1926 to 1950,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
152,152,179431,2,artist,printer,5449,,"Saunier, Hector",Hector Saunier,Saunier,"Argentinean, born 1936",1,1936.0,,1926 to 1950,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
153,153,63086,1,artist,artist,5730,500122721.0,"Covarrubias, Miguel",Miguel Covarrubias,Covarrubias,"Mexican, 1904 - 1957",1,1904.0,1957.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
154,154,195672,2,artist,printer,5449,,"Saunier, Hector",Hector Saunier,Saunier,"Argentinean, born 1936",1,1936.0,,1926 to 1950,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
155,155,199162,1,artist,artist,39181,500056681.0,"Álvarez Bravo, Lola",Lola Álvarez Bravo,Álvarez Bravo,"Mexican, 1903 - 1993",1,1903.0,1993.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
156,156,64160,1,artist,artist,1918,500024331.0,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899.0,1991.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
157,157,64164,1,artist,artist,1918,500024331.0,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899.0,1991.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
158,158,64170,1,artist,artist,1918,500024331.0,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899.0,1991.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
159,159,64174,1,artist,artist,1918,500024331.0,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899.0,1991.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
160,160,64176,1,artist,artist,1918,500024331.0,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899.0,1991.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
161,161,30694,1,artist,artist,4962,500111715.0,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902.0,1969.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
162,162,30699,1,artist,artist,4962,500111715.0,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902.0,1969.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
163,163,30702,1,artist,artist,4962,500111715.0,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902.0,1969.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
164,164,30706,1,artist,artist,4962,500111715.0,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902.0,1969.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
165,165,30709,1,artist,artist,4962,500111715.0,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902.0,1969.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
166,166,221464,1,artist,painter,51053,,"Berrío, María",María Berrío,Berrío,"Colombian, born 1982",1,1982.0,,1976 to 2000,Colombian,Other,individual,Colombian,0.0001306591755406,CO,South America,Colombia
167,167,221938,1,artist,artist,51179,500294017.0,"Andrade, Yolanda",Yolanda Andrade,Andrade,"Mexican, born 1950",1,1950.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
168,168,221940,1,artist,artist,51179,500294017.0,"Andrade, Yolanda",Yolanda Andrade,Andrade,"Mexican, born 1950",1,1950.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
169,169,30712,1,artist,artist,4962,500111715.0,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902.0,1969.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
170,170,211390,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
171,171,211392,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
172,172,211393,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
173,173,211395,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
174,174,70282,1,artist,artist,6579,500103613.0,"Badii, Libero",Libero Badii,Badii,"Argentinean, 1916 - 2001",1,1916.0,2001.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
175,175,70287,1,artist,artist,6581,500117888.0,"Grilo, Sarah",Sarah Grilo,Grilo,"Argentinean, born 1921",1,1921.0,,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
176,176,104916,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
177,177,130886,1,artist,artist,5318,500107510.0,"Rayo, Omar",Omar Rayo,Rayo,"Colombian, 1928 - 2010",1,1928.0,2010.0,1926 to 1950,Colombian,Other,individual,Colombian,0.0001306591755406,CO,South America,Colombia
178,178,143120,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
179,179,143120,3,artist,author,34339,,"de Ávila, Alejandro",Alejandro de Ávila,de Ávila,Mexican,1,,,,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
180,180,49451,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
181,181,53076,1,artist,artist,1918,500024331.0,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899.0,1991.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
182,182,53085,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
183,183,61914,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
184,184,61915,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
185,185,61918,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
186,186,61920,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
187,187,61922,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
188,188,30247,1,artist,artist,3597,,"Bracho, Ángel",Ángel Bracho,Bracho,"Mexican, 1911 - 2005",1,1911.0,2005.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
189,189,61923,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
190,190,61925,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
191,191,61928,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
192,192,61929,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
193,193,61932,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
194,194,61987,1,artist,artist,5918,500117602.0,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912.0,1994.0,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
195,195,61997,1,artist,artist,5918,500117602.0,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912.0,1994.0,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
196,196,61999,1,artist,artist,5918,500117602.0,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912.0,1994.0,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
197,197,62002,1,artist,artist,5918,500117602.0,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912.0,1994.0,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
198,198,62014,1,artist,artist,5918,500117602.0,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912.0,1994.0,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
199,199,62015,1,artist,artist,5918,500117602.0,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912.0,1994.0,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
200,200,62016,1,artist,artist,5918,500117602.0,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912.0,1994.0,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
201,201,48410,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
202,202,48415,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
203,203,48420,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
204,204,48424,1,artist,artist,1707,500057123.0,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911.0,2002.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
205,205,175632,1,artist,artist,41056,500023797.0,"Yampolsky, Mariana",Mariana Yampolsky,Yampolsky,"Mexican, born United States, 1925 - 2002",1,1925.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
206,206,58984,1,artist,artist,5449,,"Saunier, Hector",Hector Saunier,Saunier,"Argentinean, born 1936",1,1936.0,,1926 to 1950,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
207,207,183894,1,artist,artist,4962,500111715.0,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902.0,1969.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
208,208,196157,1,artist,artist,39181,500056681.0,"Álvarez Bravo, Lola",Lola Álvarez Bravo,Álvarez Bravo,"Mexican, 1903 - 1993",1,1903.0,1993.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
209,209,48557,1,artist,artist,5318,500107510.0,"Rayo, Omar",Omar Rayo,Rayo,"Colombian, 1928 - 2010",1,1928.0,2010.0,1926 to 1950,Colombian,Other,individual,Colombian,0.0001306591755406,CO,South America,Colombia
210,210,64161,1,artist,artist,1918,500024331.0,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899.0,1991.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
211,211,64171,1,artist,artist,1918,500024331.0,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899.0,1991.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
212,212,64172,1,artist,artist,1918,500024331.0,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899.0,1991.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
213,213,64177,1,artist,artist,1918,500024331.0,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899.0,1991.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
214,214,64178,1,artist,artist,1918,500024331.0,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899.0,1991.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
215,215,30690,1,artist,artist,4962,500111715.0,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902.0,1969.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
216,216,30692,1,artist,artist,4962,500111715.0,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902.0,1969.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
217,217,30695,1,artist,artist,4962,500111715.0,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902.0,1969.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
218,218,30703,1,artist,artist,4962,500111715.0,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902.0,1969.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
219,219,30711,1,artist,artist,4962,500111715.0,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902.0,1969.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
220,220,30713,1,artist,artist,4962,500111715.0,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902.0,1969.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
221,221,211389,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
222,222,211394,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
223,223,211396,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
224,224,10153,1,artist,artist,1831,500025126.0,"Rivera, Diego",Diego Rivera,Rivera,"Mexican, 1886 - 1957",1,1886.0,1957.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
225,225,46537,1,artist,artist,1831,500025126.0,"Rivera, Diego",Diego Rivera,Rivera,"Mexican, 1886 - 1957",1,1886.0,1957.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
