iiifurl,iiifthumburl,accessioned,title,displayDate_created,roletype,role,forwarddisplayname,birthyear,deathyear,ulanid,artistofngaobject,nationality,constituenttype,demonym,pct_country_NGA,artists_countryCode,artists_continent,artists_country,beginyear_artistAssigned,endyear_artistAssigned,displaydate_artistAssigned,country_artistAssigned,zipcode_artistAssigned,medium,dimensions,inscription,markings,attribution,visualBrowserClassification,parentID,isVirtual,portfolio,series,volume,watermarks,uuid,viewtype,sequence,width,height,maxpixels,assistivetext,depictstmsobjectid,objectid,constituentid,expanded_url
https://api.nga.gov/iiif/352fc4ff-4fa9-4187-b46d-dbd9b867f94a,"https://api.nga.gov/iiif/352fc4ff-4fa9-4187-b46d-dbd9b867f94a/full/!200,200/0/default.jpg",1.0,Compostion IX,1962,artist,artist,Matta,1911.0,2002.0,500057123.0,1.0,Chilean,individual,Chilean,0.0,CL,SA,Chile,1911.0,2002.0,"Chilean, 1911 - 2002",,,color soft-ground etching and aquatint,,,,Matta,print,,0.0,"Suite from Come detta dentro vo significando""""","Suite from Come detta dentro vo significando""""",,,352fc4ff-4fa9-4187-b46d-dbd9b867f94a,primary,0.0,4000.0,3106.0,640.0,,48418.0,48418.0,1707.0,"https://api.nga.gov/iiif/352fc4ff-4fa9-4187-b46d-dbd9b867f94a/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/362ecc21-ba65-458a-b318-7a14da30a2ec,"https://api.nga.gov/iiif/362ecc21-ba65-458a-b318-7a14da30a2ec/full/!200,200/0/default.jpg",1.0,Fontamara XIV,1947,artist,artist,Fayga Ostrower,1920.0,2001.0,500469327.0,1.0,Brazilian,individual,Brazilian,0.0,BR,SA,Brazil,1920.0,2001.0,"Brazilian, 1920 - 2001",,,woodcut,,,,Fayga Ostrower,print,,0.0,Fontamara Series,Fontamara Series,,,362ecc21-ba65-458a-b318-7a14da30a2ec,primary,0.0,2524.0,4000.0,640.0,,58857.0,58857.0,5141.0,"https://api.nga.gov/iiif/362ecc21-ba65-458a-b318-7a14da30a2ec/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/379941ee-dfa0-40f7-996b-e8e109ad6cd0,"https://api.nga.gov/iiif/379941ee-dfa0-40f7-996b-e8e109ad6cd0/full/!200,200/0/default.jpg",1.0,Trampa puesta (Set trap),"1934, printed 1974",artist,artist,Manuel Álvarez Bravo,1902.0,2002.0,500028115.0,1.0,Mexican,individual,Mexican,0.0,MX,NoAm,Mexico,1902.0,2002.0,"Mexican, 1902 - 2002",,,gelatin silver print,"image: 17.2 x 23.6 cm (6 3/4 x 9 5/16 in.)
mount: 37.5 x 50.2 cm (14 3/4 x 19 3/4 in.)","signed by artist, lower right in graphite: M. Alvarez Bravo, lower left in graphite: 10/75",,Manuel Álvarez Bravo,photograph,153112.0,0.0,portfolio of 15 prints,,,,379941ee-dfa0-40f7-996b-e8e109ad6cd0,primary,0.0,4000.0,2914.0,640.0,,150711.0,150711.0,16466.0,"https://api.nga.gov/iiif/379941ee-dfa0-40f7-996b-e8e109ad6cd0/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/395fd277-e9b9-4bee-9ddd-ac38bb7749b5,"https://api.nga.gov/iiif/395fd277-e9b9-4bee-9ddd-ac38bb7749b5/full/!200,200/0/default.jpg",1.0,Cuevas-Charenton,1966,artist,artist,José Luis Cuevas,1934.0,2017.0,500021586.0,1.0,Mexican,individual,Mexican,0.0,MX,NoAm,Mexico,1934.0,2017.0,"Mexican, 1934 - 2017",,,lithograph (stone) in black on natural Nacre paper,"image: 26.3 x 21.2 cm (10 3/8 x 8 3/8 in.)
sheet: 31.7 x 26.6 cm (12 1/2 x 10 1/2 in.)",on recto: (signed),"BS: Tamarind (T.1), de Soto (T.10)",José Luis Cuevas,print,,0.0,,,,,395fd277-e9b9-4bee-9ddd-ac38bb7749b5,primary,0.0,3409.0,4000.0,640.0,,61935.0,61935.0,3845.0,"https://api.nga.gov/iiif/395fd277-e9b9-4bee-9ddd-ac38bb7749b5/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/3a89eb3d-2d08-4cf1-b1ba-db7639f84cad,"https://api.nga.gov/iiif/3a89eb3d-2d08-4cf1-b1ba-db7639f84cad/full/!200,200/0/default.jpg",1.0,Fontamara X,1947,artist,artist,Fayga Ostrower,1920.0,2001.0,500469327.0,1.0,Brazilian,individual,Brazilian,0.0,BR,SA,Brazil,1920.0,2001.0,"Brazilian, 1920 - 2001",,,woodcut,,,,Fayga Ostrower,print,,0.0,Fontamara Series,Fontamara Series,,,3a89eb3d-2d08-4cf1-b1ba-db7639f84cad,primary,0.0,2527.0,4000.0,640.0,,58853.0,58853.0,5141.0,"https://api.nga.gov/iiif/3a89eb3d-2d08-4cf1-b1ba-db7639f84cad/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/3c33f228-bca0-4d06-88da-96d3fd6e4f48,"https://api.nga.gov/iiif/3c33f228-bca0-4d06-88da-96d3fd6e4f48/full/!200,200/0/default.jpg",1.0,Los Perros Durmiendo Ladran (Sleeping Dogs Bark),"1966, printed 1977",artist,artist,Manuel Álvarez Bravo,1902.0,2002.0,500028115.0,1.0,Mexican,individual,Mexican,0.0,MX,NoAm,Mexico,1902.0,2002.0,"Mexican, 1902 - 2002",,,gelatin silver print,"image: 22.86 × 19.05 cm (9 × 7 1/2 in.)
sheet: 25.4 × 20.32 cm (10 × 8 in.)","on verso, signed by artist, bottom right in graphite: M. Alvarez Bravo. / México.; bottom right corner: 81/100; by Corcoran Gallery of Art, bottom right corner: 1978.108.9",,Manuel Álvarez Bravo,photograph,,0.0,Photographs by Manuel Alvarez Bravo,,,,3c33f228-bca0-4d06-88da-96d3fd6e4f48,primary,0.0,3323.0,4000.0,640.0,,197753.0,197753.0,16466.0,"https://api.nga.gov/iiif/3c33f228-bca0-4d06-88da-96d3fd6e4f48/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/3c838c28-76db-4a30-b59a-1e7ec4c88b32,"https://api.nga.gov/iiif/3c838c28-76db-4a30-b59a-1e7ec4c88b32/full/!200,200/0/default.jpg",1.0,Babilonia,1972,artist,artist,Hector Saunier,1936.0,,,1.0,Argentinean,individual,Argentinean,0.0,AR,SA,Argentina,1936.0,,"Argentinean, born 1936",,,engraving,,,,Hector Saunier,print,,0.0,,,,,3c838c28-76db-4a30-b59a-1e7ec4c88b32,primary,0.0,3077.0,4000.0,640.0,,58984.0,58984.0,5449.0,"https://api.nga.gov/iiif/3c838c28-76db-4a30-b59a-1e7ec4c88b32/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/3d3a6610-b041-49d7-b553-75ab4f4dde3e,"https://api.nga.gov/iiif/3d3a6610-b041-49d7-b553-75ab4f4dde3e/full/!200,200/0/default.jpg",1.0,A Brazilian in Florida,1996,artist,artist,Abraao Batista,1941.0,,,1.0,Brazilian,individual,Brazilian,0.0,BR,SA,Brazil,1941.0,,"Brazilian, born 1941",,,woodcut in black with text in letterpress on Rives Lightweight paper,"sheet: 25.4 x 20.3 cm (10 x 8 in.)
overall (open folio): 40.6 x 50.8 cm (16 x 20 in.)",,,Abraao Batista,print,117249.0,0.0,,,,,3d3a6610-b041-49d7-b553-75ab4f4dde3e,primary,0.0,5946.0,7453.0,640.0,,126504.0,126504.0,24991.0,"https://api.nga.gov/iiif/3d3a6610-b041-49d7-b553-75ab4f4dde3e/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/3e2a1cff-95c5-485e-9f33-fee978ea5e31,"https://api.nga.gov/iiif/3e2a1cff-95c5-485e-9f33-fee978ea5e31/full/!200,200/0/default.jpg",1.0,"Gorrión, Claro (Skylight)","1938-1940, printed 1977",artist,artist,Manuel Álvarez Bravo,1902.0,2002.0,500028115.0,1.0,Mexican,individual,Mexican,0.0,MX,NoAm,Mexico,1902.0,2002.0,"Mexican, 1902 - 2002",,,gelatin silver print,"image: 18.25 × 24 cm (7 3/16 × 9 7/16 in.)
sheet: 20.32 × 25.4 cm (8 × 10 in.)","on verso, signed by artist, lower right in graphite: M. Alvarez Bravo. / México.; bottom right corner: 81/100; by Corcoran Gallery of Art, bottom right: 1979.86.3",,Manuel Álvarez Bravo,photograph,,0.0,Photographs by Manuel Alvarez Bravo,,,,3e2a1cff-95c5-485e-9f33-fee978ea5e31,primary,0.0,4000.0,3030.0,640.0,,194318.0,194318.0,16466.0,"https://api.nga.gov/iiif/3e2a1cff-95c5-485e-9f33-fee978ea5e31/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/3e7d8da2-28d2-4fd4-8227-6b38bea8e66b,"https://api.nga.gov/iiif/3e7d8da2-28d2-4fd4-8227-6b38bea8e66b/full/!200,200/0/default.jpg",1.0,La buena fama durmiendo (The good reputation sleeping),"1939, printed 1974",artist,artist,Manuel Álvarez Bravo,1902.0,2002.0,500028115.0,1.0,Mexican,individual,Mexican,0.0,MX,NoAm,Mexico,1902.0,2002.0,"Mexican, 1902 - 2002",,,gelatin silver print,"image: 18.7 x 24.4 cm (7 3/8 x 9 5/8 in.)
mount: 37.6 x 50.3 cm (14 13/16 x 19 13/16 in.)","signed by artist, lower right in graphite: M. Alvarez Bravo, lower left in graphite: 10/75",,Manuel Álvarez Bravo,photograph,153112.0,0.0,portfolio of 15 prints,,,,3e7d8da2-28d2-4fd4-8227-6b38bea8e66b,primary,0.0,4000.0,3066.0,640.0,,150704.0,150704.0,16466.0,"https://api.nga.gov/iiif/3e7d8da2-28d2-4fd4-8227-6b38bea8e66b/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/3eb2273d-aa07-42e4-b075-e77b84708c71,"https://api.nga.gov/iiif/3eb2273d-aa07-42e4-b075-e77b84708c71/full/!200,200/0/default.jpg",1.0,Untitled,1966,artist,artist,Rodolfo Abularach,1933.0,2020.0,500118427.0,1.0,Guatemalan,individual,Guatemalan,0.0,GT,NoAm,Guatemala,1933.0,2020.0,"Guatemalan, 1933 - 2020",,,lithograph (stone) in black on white Nacre paper,"image: 25.3 x 25.5 cm (9 15/16 x 10 1/16 in.)
sheet: 30.4 x 30.4 cm (11 15/16 x 11 15/16 in.)",,"BS: Tamarind (T.1), de Soto (T.10)",Rodolfo Abularach,print,,0.0,,,,,3eb2273d-aa07-42e4-b075-e77b84708c71,primary,0.0,3582.0,3709.0,640.0,,61483.0,61483.0,2861.0,"https://api.nga.gov/iiif/3eb2273d-aa07-42e4-b075-e77b84708c71/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e,"https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e/full/!200,200/0/default.jpg",1.0,Garden,2002,artist,author,Alejandro de Ávila,,,,1.0,Mexican,individual,Mexican,0.0,MX,NoAm,Mexico,,,Mexican,,,letterpress text,sheet: 62.8 x 56.5 cm (24 3/4 x 22 1/4 in.),"on sheet, signed by artists, across bottom under text in graphite: Toledo, Alejandro de Avila, Graciela Itrubide",,"Graciela Iturbide, and Francisco Toledo, Alejandro de Ávila",print,139546.0,0.0,Garden,,,,3ee98cf3-7767-4cea-96a1-ecc97101c17e,primary,0.0,3602.0,3953.0,,,143123.0,143123.0,34339.0,"https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e,"https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e/full/!200,200/0/default.jpg",1.0,Garden,2002,artist,artist,Francisco Toledo,1940.0,,500005528.0,1.0,Mexican,individual,Mexican,0.0,MX,NoAm,Mexico,1940.0,,"Mexican, born 1940",,,letterpress text,sheet: 62.8 x 56.5 cm (24 3/4 x 22 1/4 in.),"on sheet, signed by artists, across bottom under text in graphite: Toledo, Alejandro de Avila, Graciela Itrubide",,"Graciela Iturbide, and Francisco Toledo, Alejandro de Ávila",print,139546.0,0.0,Garden,,,,3ee98cf3-7767-4cea-96a1-ecc97101c17e,primary,0.0,3602.0,3953.0,,,143123.0,143123.0,24999.0,"https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e,"https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e/full/!200,200/0/default.jpg",1.0,Garden,2002,artist,artist,Graciela Iturbide,1942.0,,500118440.0,1.0,Mexican,individual,Mexican,0.0,MX,NoAm,Mexico,1942.0,,"Mexican, born 1942",,,letterpress text,sheet: 62.8 x 56.5 cm (24 3/4 x 22 1/4 in.),"on sheet, signed by artists, across bottom under text in graphite: Toledo, Alejandro de Avila, Graciela Itrubide",,"Graciela Iturbide, and Francisco Toledo, Alejandro de Ávila",print,139546.0,0.0,Garden,,,,3ee98cf3-7767-4cea-96a1-ecc97101c17e,primary,0.0,3602.0,3953.0,,,143123.0,143123.0,22253.0,"https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/4034d557-294a-42e8-aa38-2496b428f943,"https://api.nga.gov/iiif/4034d557-294a-42e8-aa38-2496b428f943/full/!200,200/0/default.jpg",1.0,Caja de Visiones (Box of Visions),"1930s, printed 1977",artist,artist,Manuel Álvarez Bravo,1902.0,2002.0,500028115.0,1.0,Mexican,individual,Mexican,0.0,MX,NoAm,Mexico,1902.0,2002.0,"Mexican, 1902 - 2002",,,gelatin silver print,"image: 19.05 × 23.5 cm (7 1/2 × 9 1/4 in.)
sheet: 20.32 × 25.4 cm (8 × 10 in.)","on verso, signed by artist, bottom right in graphite, M. Alvarez Bravo. / México.; bottom right corner: 81/100",,Manuel Álvarez Bravo,photograph,,0.0,Photographs by Manuel Alvarez Bravo,,,,4034d557-294a-42e8-aa38-2496b428f943,primary,0.0,4000.0,3249.0,640.0,,197747.0,197747.0,16466.0,"https://api.nga.gov/iiif/4034d557-294a-42e8-aa38-2496b428f943/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/409133cc-0199-49a5-995f-88a0092f6f70,"https://api.nga.gov/iiif/409133cc-0199-49a5-995f-88a0092f6f70/full/!200,200/0/default.jpg",1.0,Woman Seated,1945,artist,artist,Alfredo Zalce,1908.0,2003.0,500065904.0,1.0,Mexican,individual,Mexican,0.0,MX,NoAm,Mexico,1908.0,2003.0,"Mexican, 1908 - 2003",,,lithograph,,,,Alfredo Zalce,print,,0.0,Yucatan: no.3,Yucatan: no.3 [1946.21.182-189],,,409133cc-0199-49a5-995f-88a0092f6f70,primary,0.0,3462.0,4000.0,640.0,,33515.0,33515.0,3452.0,"https://api.nga.gov/iiif/409133cc-0199-49a5-995f-88a0092f6f70/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/42c1ae2b-e24e-4c9b-a1bc-b0a0d2891edf,"https://api.nga.gov/iiif/42c1ae2b-e24e-4c9b-a1bc-b0a0d2891edf/full/!200,200/0/default.jpg",1.0,The Injured Eye,,artist,artist,Julio Castellanos,1905.0,1947.0,500059286.0,1.0,Mexican,individual,Mexican,0.0,MX,NoAm,Mexico,1905.0,1947.0,"Mexican, 1905 - 1947",,,lithograph,,,,Julio Castellanos,print,,0.0,,,,,42c1ae2b-e24e-4c9b-a1bc-b0a0d2891edf,primary,0.0,2575.0,4000.0,640.0,,30249.0,30249.0,3704.0,"https://api.nga.gov/iiif/42c1ae2b-e24e-4c9b-a1bc-b0a0d2891edf/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/44006d03-4c77-4818-8a41-da1bb705c2fe,"https://api.nga.gov/iiif/44006d03-4c77-4818-8a41-da1bb705c2fe/full/!200,200/0/default.jpg",1.0,Untitled,1934,artist,artist,Carlos Merida,1891.0,1984.0,500004593.0,1.0,Guatemalan,individual,Guatemalan,0.0,GT,NoAm,Guatemala,1891.0,1984.0,"Guatemalan, 1891 - 1984",,,lithograph in black on Fabriano wove paper,"image: 29.85 × 20.64 cm (11 3/4 × 8 1/8 in.)
sheet: 48.26 × 33.34 cm (19 × 13 1/8 in.)",lower left in graphite: 46/50; lower right in graphite: Carlos / Merida / 1936; lower right corner in graphite by unknown hand: KP2249,stamped lower right verso in black ink: This is the property of the / Los Angeles City College / Art Department / 855 North Vermont Avenue,Carlos Merida,print,,0.0,,Suite of Four Prints,,,44006d03-4c77-4818-8a41-da1bb705c2fe,primary,0.0,2940.0,4000.0,640.0,,201188.0,201188.0,16975.0,"https://api.nga.gov/iiif/44006d03-4c77-4818-8a41-da1bb705c2fe/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/4540be07-f408-4fc5-b215-f9dd94b41caa,"https://api.nga.gov/iiif/4540be07-f408-4fc5-b215-f9dd94b41caa/full/!200,200/0/default.jpg",1.0,Suite 5X I,1966,artist,artist,Gego,1912.0,1994.0,500117602.0,1.0,Venezuelan,individual,Venezuelan,0.0,VE,SA,"Venezuela, Bolivarian Republic of",1912.0,1994.0,"Venezuelan, 1912 - 1994",,,lithograph (stone) in black on white Nacre paper,sheet: 27.8 x 27.8 cm (10 15/16 x 10 15/16 in.),on recto in graphite: TAM IMP Gego 66,"IS: Tamarind (T.1), Sanchez (T.40)",Gego,print,61988.0,0.0,Suite 5X,Suite 5X [1983.18.508-512],,,4540be07-f408-4fc5-b215-f9dd94b41caa,primary,0.0,3531.0,3513.0,640.0,,61987.0,61987.0,5918.0,"https://api.nga.gov/iiif/4540be07-f408-4fc5-b215-f9dd94b41caa/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/45802917-409d-4915-97d1-a095c2557ef7,"https://api.nga.gov/iiif/45802917-409d-4915-97d1-a095c2557ef7/full/!200,200/0/default.jpg",1.0,Shrine,1966,artist,artist,Rodolfo Abularach,1933.0,2020.0,500118427.0,1.0,Guatemalan,individual,Guatemalan,0.0,GT,NoAm,Guatemala,1933.0,2020.0,"Guatemalan, 1933 - 2020",,,lithograph (stone) in black on German Etching paper,"image: 59 x 41 cm (23 1/4 x 16 1/8 in.)
sheet: 63.5 x 45.7 cm (25 x 18 in.)",,"BS: Tamarind (T.1), Sanchez (T.40)",Rodolfo Abularach,print,,0.0,,,,,45802917-409d-4915-97d1-a095c2557ef7,primary,0.0,2900.0,4000.0,640.0,,61490.0,61490.0,2861.0,"https://api.nga.gov/iiif/45802917-409d-4915-97d1-a095c2557ef7/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/463171b5-806e-4ff4-a0d6-fd9717bc4309,"https://api.nga.gov/iiif/463171b5-806e-4ff4-a0d6-fd9717bc4309/full/!200,200/0/default.jpg",1.0,Port of Uruguay,1933,artist,artist,Joaquín Torres-García,1874.0,1949.0,500031259.0,1.0,Uruguayan,individual,Uruguayan,0.0,UY,SA,Uruguay,1874.0,1949.0,"Uruguayan, 1874 - 1949",,,gouache over graphite on paperboard,overall: 16.6 x 11.5 cm (6 9/16 x 4 1/2 in.),lower left in black: J.T.G.; lower right in black: 33; upper right: (15),,Joaquín Torres-García,drawing,,0.0,,,,,463171b5-806e-4ff4-a0d6-fd9717bc4309,primary,0.0,2797.0,4000.0,640.0,,59857.0,59857.0,2518.0,"https://api.nga.gov/iiif/463171b5-806e-4ff4-a0d6-fd9717bc4309/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/47798689-c948-443f-a064-5c21cb501ad8,"https://api.nga.gov/iiif/47798689-c948-443f-a064-5c21cb501ad8/full/!200,200/0/default.jpg",1.0,Untitled #3,2016,artist,artist,Sandra Cinto,1968.0,,500332855.0,1.0,Brazilian,individual,Brazilian,0.0,BR,SA,Brazil,1968.0,,"Brazilian, born 1968",,,photogravure and direct gravure,sheet: 126.37 × 86.36 cm (49 3/4 × 34 in.),,"Sunburst (Graphicstudio) chop, lower right margin.",Sandra Cinto,print,,0.0,,Chance and Necessity,,None.,47798689-c948-443f-a064-5c21cb501ad8,primary,0.0,9413.0,13712.0,640.0,,222830.0,222830.0,51620.0,"https://api.nga.gov/iiif/47798689-c948-443f-a064-5c21cb501ad8/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/479cbaab-d876-4322-b628-d49dbec24829,"https://api.nga.gov/iiif/479cbaab-d876-4322-b628-d49dbec24829/full/!200,200/0/default.jpg",1.0,The Meeting of Ramona and John,1966,artist,artist,Antonio Berni,1905.0,1981.0,500015512.0,1.0,Argentinean,individual,Argentinean,0.0,AR,SA,Argentina,1905.0,1981.0,"Argentinean, 1905 - 1981",,,relief print,,,,Antonio Berni,print,,0.0,,,,,479cbaab-d876-4322-b628-d49dbec24829,primary,0.0,4000.0,3061.0,640.0,,57798.0,57798.0,3507.0,"https://api.nga.gov/iiif/479cbaab-d876-4322-b628-d49dbec24829/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/48aa9dfc-e35f-4c09-a25a-4fe15f1e440d,"https://api.nga.gov/iiif/48aa9dfc-e35f-4c09-a25a-4fe15f1e440d/full/!200,200/0/default.jpg",1.0,Viejo Lobo,,artist,artist,Adolfo Bellocq,1899.0,1972.0,,1.0,Argentinean,individual,Argentinean,0.0,AR,SA,Argentina,1899.0,1972.0,"Argentinean, 1899-1972",,,lithograph,,,,Adolfo Bellocq,print,,0.0,,,,,48aa9dfc-e35f-4c09-a25a-4fe15f1e440d,primary,0.0,2817.0,4000.0,640.0,,4555.0,4555.0,3489.0,"https://api.nga.gov/iiif/48aa9dfc-e35f-4c09-a25a-4fe15f1e440d/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/48f68b56-2ade-4935-b72b-35fc87e05599,"https://api.nga.gov/iiif/48f68b56-2ade-4935-b72b-35fc87e05599/full/!200,200/0/default.jpg",1.0,Errante,1926,artist,artist,Adolfo Bellocq,1899.0,1972.0,,1.0,Argentinean,individual,Argentinean,0.0,AR,SA,Argentina,1899.0,1972.0,"Argentinean, 1899-1972",,,etching,,,,Adolfo Bellocq,print,,0.0,,,,,48f68b56-2ade-4935-b72b-35fc87e05599,primary,0.0,2928.0,4000.0,640.0,,4553.0,4553.0,3489.0,"https://api.nga.gov/iiif/48f68b56-2ade-4935-b72b-35fc87e05599/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/492e5724-afa1-4729-a10d-7a29da5238f6,"https://api.nga.gov/iiif/492e5724-afa1-4729-a10d-7a29da5238f6/full/!200,200/0/default.jpg",1.0,Untitled (Historia de un Vampiro: Sucedió en Coyoacán en 1962),1962,artist,artist,Kati Horna,1912.0,2000.0,,1.0,Mexican,individual,Mexican,0.0,MX,NoAm,Mexico,1912.0,2000.0,"Mexican, born Austria-Hungary, 1912 - 2000",,,gelatin silver print,"image/sheet: 35 × 25.3 cm (13 3/4 × 9 15/16 in.)
mount: 35 × 27.7 cm (13 3/4 × 10 7/8 in.)","on verso, signed by artist, bottom right in blue ink: Kati Horna; by artist, top left in graphite: 8; upper center crossed out: fragmento de una / historia de vampiro, 1962; center: historia de un vampiro / sucedió en Coyoacán no. 20; center artist stamp in black ink; by artist, lower right in graphite perpendicular: 21172",,Kati Horna,photograph,,0.0,,,,,492e5724-afa1-4729-a10d-7a29da5238f6,primary,0.0,7743.0,10716.0,640.0,,223251.0,223251.0,38881.0,"https://api.nga.gov/iiif/492e5724-afa1-4729-a10d-7a29da5238f6/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/4ad9dc5b-684e-4340-bd66-0ea6dded4ac2,"https://api.nga.gov/iiif/4ad9dc5b-684e-4340-bd66-0ea6dded4ac2/full/!200,200/0/default.jpg",1.0,Moon Face,1964,artist,artist,Rufino Tamayo,1899.0,1991.0,500024331.0,1.0,Mexican,individual,Mexican,0.0,MX,NoAm,Mexico,1899.0,1991.0,"Mexican, 1899 - 1991",,,lithograph (stone) in red-black on white Arches paper,sheet: 36.1 x 28.1 cm (14 3/16 x 11 1/16 in.),lower right in graphite: Tamarind impression / R Tamayo; lower right verso in graphite: 1189,"BS: Tamarind (T.1), Dyal (T.12)",Rufino Tamayo,print,,0.0,,,,,4ad9dc5b-684e-4340-bd66-0ea6dded4ac2,primary,0.0,3169.0,4000.0,640.0,,64171.0,64171.0,1918.0,"https://api.nga.gov/iiif/4ad9dc5b-684e-4340-bd66-0ea6dded4ac2/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/4b2005ad-193a-41ed-89b5-ef009ddf28ad,"https://api.nga.gov/iiif/4b2005ad-193a-41ed-89b5-ef009ddf28ad/full/!200,200/0/default.jpg",1.0,"Untitled (Romero Cavalcanti wearing Parangolé Cape 25, New York City, 1972)",1972-1973,artist,artist,Hélio Oiticica,1937.0,1980.0,500111185.0,1.0,Brazilian,individual,Brazilian,0.0,BR,SA,Brazil,1937.0,1980.0,"Brazilian, 1937 - 1980",,,gelatin silver print,"image: 24.6 × 19.8 cm (9 11/16 × 7 13/16 in.)
sheet: 25.3 × 20.4 cm (9 15/16 × 8 1/16 in.)","on verso, by unknown hand, bottom right in graphite: 1973/72; lower right, perpendicular: 21A",,Hélio Oiticica,photograph,,0.0,,,,,4b2005ad-193a-41ed-89b5-ef009ddf28ad,primary,0.0,4512.0,5631.0,640.0,,163302.0,163302.0,38076.0,"https://api.nga.gov/iiif/4b2005ad-193a-41ed-89b5-ef009ddf28ad/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/4b214d98-8d92-4a09-a7fd-7fda7f8ad534,"https://api.nga.gov/iiif/4b214d98-8d92-4a09-a7fd-7fda7f8ad534/full/!200,200/0/default.jpg",1.0,Head,1964,artist,artist,Rufino Tamayo,1899.0,1991.0,500024331.0,1.0,Mexican,individual,Mexican,0.0,MX,NoAm,Mexico,1899.0,1991.0,"Mexican, 1899 - 1991",,,lithograph (stone) in black on white Arches paper,sheet: 26 x 28.1 cm (10 1/4 x 11 1/16 in.),lower left in graphite: Tamarind imp. / R Tamayo; lower left verso in graphite: 1194-C,"BS: Tamarind (T.1), Zirker (T.48)",Rufino Tamayo,print,,0.0,,,,,4b214d98-8d92-4a09-a7fd-7fda7f8ad534,primary,0.0,3887.0,3576.0,640.0,,64177.0,64177.0,1918.0,"https://api.nga.gov/iiif/4b214d98-8d92-4a09-a7fd-7fda7f8ad534/!200,200/!200,200/0/default.jpg"
https://api.nga.gov/iiif/4b888a49-bb39-4d2e-993c-ec7ce6c7cecb,"https://api.nga.gov/iiif/4b888a49-bb39-4d2e-993c-ec7ce6c7cecb/full/!200,200/0/default.jpg",1.0,Suite 5X III,1966,artist,artist,Gego,1912.0,1994.0,500117602.0,1.0,Venezuelan,individual,Venezuelan,0.0,VE,SA,"Venezuela, Bolivarian Republic of",1912.0,1994.0,"Venezuelan, 1912 - 1994",,,lithograph (stone) in black on Copperplate Deluxe paper,sheet: 27.4 x 27.9 cm (10 13/16 x 11 in.),on recto in graphite: TAM IMP Gego 66,"IS: Tamarind (T.1), Sanchez (T.40)",Gego,print,61988.0,0.0,Suite 5X,Suite 5X [1983.18.508-512],,,4b888a49-bb39-4d2e-993c-ec7ce6c7cecb,primary,0.0,3522.0,3518.0,640.0,,61990.0,61990.0,5918.0,"https://api.nga.gov/iiif/4b888a49-bb39-4d2e-993c-ec7ce6c7cecb/!200,200/!200,200/0/default.jpg"
