uuid,iiifurl,iiifthumburl,viewtype,sequence,width,height,maxpixels,assistivetext,depictstmsobjectid,objectid,constituentid,roletype,role,displaydate_artMade,beginyear_artMade,endyear_artMade,country_artMade,zipcode_artMade,ulanid,forwarddisplayname,artistofngaobject,beginyear,endyear,nationality,constituenttype,demonym,pct_country_NGA,artists_countryCode,artists_continent,artists_country
8c007b9f-6117-4323-a876-38fc1e0f02f3,https://api.nga.gov/iiif/8c007b9f-6117-4323-a876-38fc1e0f02f3,"https://api.nga.gov/iiif/8c007b9f-6117-4323-a876-38fc1e0f02f3/full/!200,200/0/default.jpg",primary,0,4000,2090,640,NULL,133878,133878,28727,artist,artist,"Mexican, born 1980",1980,NULL,NULL,NULL,500472229,"Miguel Cervantes",1,1980,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
8c1fb6df-ee5b-4b6e-8a2a-12ac7d8baaf8,https://api.nga.gov/iiif/8c1fb6df-ee5b-4b6e-8a2a-12ac7d8baaf8,"https://api.nga.gov/iiif/8c1fb6df-ee5b-4b6e-8a2a-12ac7d8baaf8/full/!200,200/0/default.jpg",primary,0,3629,4699,640,NULL,119789,119789,35252,artist,printer,"Mexican, founded 1937",1937,NULL,NULL,NULL,NULL,"Taller de Grafica Popular",1,1937,NULL,Mexican,corporate,Mexican,0,MX,NoAm,Mexico
8c30027d-a4a4-44f2-be95-b3f350522c14,https://api.nga.gov/iiif/8c30027d-a4a4-44f2-be95-b3f350522c14,"https://api.nga.gov/iiif/8c30027d-a4a4-44f2-be95-b3f350522c14/full/!200,200/0/default.jpg",primary,0,2694,4000,NULL,NULL,211393,211393,22253,artist,artist,"Mexican, born 1942",1942,NULL,NULL,NULL,500118440,"Graciela Iturbide",1,1942,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
8cfabf00-e13f-420c-9551-a097ebe5d49e,https://api.nga.gov/iiif/8cfabf00-e13f-420c-9551-a097ebe5d49e,"https://api.nga.gov/iiif/8cfabf00-e13f-420c-9551-a097ebe5d49e/full/!200,200/0/default.jpg",primary,0,9447,13719,640,NULL,222828,222828,51620,artist,artist,"Brazilian, born 1968",1968,NULL,NULL,NULL,500332855,"Sandra Cinto",1,1968,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
8fecf953-0364-438d-b88b-63d8c842f7f6,https://api.nga.gov/iiif/8fecf953-0364-438d-b88b-63d8c842f7f6,"https://api.nga.gov/iiif/8fecf953-0364-438d-b88b-63d8c842f7f6/full/!200,200/0/default.jpg",primary,0,4000,3094,640,NULL,48419,48419,1707,artist,artist,"Chilean, 1911 - 2002",1911,2002,NULL,NULL,500057123,Matta,1,1911,2002,Chilean,individual,Chilean,0,CL,SA,Chile
8fee3321-86c3-4bb4-a7ba-19d8059b8057,https://api.nga.gov/iiif/8fee3321-86c3-4bb4-a7ba-19d8059b8057,"https://api.nga.gov/iiif/8fee3321-86c3-4bb4-a7ba-19d8059b8057/full/!200,200/0/default.jpg",primary,0,3341,4000,640,NULL,169871,169871,25864,artist,artist,"Argentinean, born Belgium, 1902 - 1985",1902,1985,NULL,NULL,NULL,"Victor Delhez",1,1902,1985,Argentinean,individual,Argentinean,0,AR,SA,Argentina
913cdf51-5667-4213-a85b-3cc6096f09e4,https://api.nga.gov/iiif/913cdf51-5667-4213-a85b-3cc6096f09e4,"https://api.nga.gov/iiif/913cdf51-5667-4213-a85b-3cc6096f09e4/full/!200,200/0/default.jpg",primary,0,4000,3078,640,NULL,48416,48416,1707,artist,artist,"Chilean, 1911 - 2002",1911,2002,NULL,NULL,500057123,Matta,1,1911,2002,Chilean,individual,Chilean,0,CL,SA,Chile
91b80fa3-d28c-4843-99bb-2cdc1bcfacdf,https://api.nga.gov/iiif/91b80fa3-d28c-4843-99bb-2cdc1bcfacdf,"https://api.nga.gov/iiif/91b80fa3-d28c-4843-99bb-2cdc1bcfacdf/full/!200,200/0/default.jpg",primary,0,7620,9209,640,NULL,199315,199315,46354,artist,artist,"Argentinean, born 1957",1957,NULL,NULL,NULL,NULL,"Maria Teresa Rizzi",1,1957,NULL,Argentinean,individual,Argentinean,0,AR,SA,Argentina
92410def-988a-4866-9cc9-9f37ab62adac,https://api.nga.gov/iiif/92410def-988a-4866-9cc9-9f37ab62adac,"https://api.nga.gov/iiif/92410def-988a-4866-9cc9-9f37ab62adac/full/!200,200/0/default.jpg",primary,0,2726,4000,NULL,NULL,152829,152829,5265,artist,artist,"Mexican, 1851 - 1913",1851,1913,NULL,NULL,500032573,"José Guadalupe Posada",1,1851,1913,Mexican,individual,Mexican,0,MX,NoAm,Mexico
93025113-bd40-4031-8bda-ec4a4cfea885,https://api.nga.gov/iiif/93025113-bd40-4031-8bda-ec4a4cfea885,"https://api.nga.gov/iiif/93025113-bd40-4031-8bda-ec4a4cfea885/full/!200,200/0/default.jpg",primary,0,3629,3809,640,NULL,61488,61488,2861,artist,artist,"Guatemalan, 1933 - 2020",1933,2020,NULL,NULL,500118427,"Rodolfo Abularach",1,1933,2020,Guatemalan,individual,Guatemalan,0,GT,NoAm,Guatemala
931b0355-fce4-4d74-bb72-4f2644b43dbe,https://api.nga.gov/iiif/931b0355-fce4-4d74-bb72-4f2644b43dbe,"https://api.nga.gov/iiif/931b0355-fce4-4d74-bb72-4f2644b43dbe/full/!200,200/0/default.jpg",primary,0,4000,3218,640,NULL,30694,30694,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
938fe6cf-4892-42b8-8d72-34e3fd1123ce,https://api.nga.gov/iiif/938fe6cf-4892-42b8-8d72-34e3fd1123ce,"https://api.nga.gov/iiif/938fe6cf-4892-42b8-8d72-34e3fd1123ce/full/!200,200/0/default.jpg",primary,0,12398,12495,640,NULL,216535,216535,35145,artist,artist,"Argentinean, born 1961",1961,NULL,NULL,NULL,500117883,"Guillermo Kuitca",1,1961,NULL,Argentinean,individual,Argentinean,0,AR,SA,Argentina
95376c1b-b8e9-4ac9-8b0d-cb809944dc1f,https://api.nga.gov/iiif/95376c1b-b8e9-4ac9-8b0d-cb809944dc1f,"https://api.nga.gov/iiif/95376c1b-b8e9-4ac9-8b0d-cb809944dc1f/full/!200,200/0/default.jpg",primary,0,4821,3541,640,NULL,30303,30303,1876,artist,artist,"Mexican, 1896 - 1974",1896,1974,NULL,NULL,500008908,"David Alfaro Siqueiros",1,1896,1974,Mexican,individual,Mexican,0,MX,NoAm,Mexico
957d7147-9e54-473f-bd03-79b84d327c59,https://api.nga.gov/iiif/957d7147-9e54-473f-bd03-79b84d327c59,"https://api.nga.gov/iiif/957d7147-9e54-473f-bd03-79b84d327c59/full/!200,200/0/default.jpg",primary,0,29263,22362,NULL,"We look across a forested ravine painted in deep greens and blues at a terracotta-orange building at the top of a hill at the center of this nearly square, loosely painted landscape. Spring and moss-green trees grow along the ravine in front of us and up the left side of the canvas. Shadows within the densely forested area are painted with slate and royal blue with touches of plum and lavender purple, and the blue continues into the sky in the upper right quadrant of the composition. The sky is visible through the pointed, arched windows on the upper level of the building, giving the impression that it might be incomplete or in ruins. The building is made up of two stories over a protruding base, which could be a fortress-like structure below or a cliff face. Loose, thick brushstrokes are visible throughout.",45866,45866,9371,owner,"previous owner","Mexican, 1880 - 1961",1880,1961,NULL,NULL,500031425,"Marius de Zayas",1,1880,1961,Mexican,individual,Mexican,0,MX,NoAm,Mexico
95bc5221-79a1-49e1-b75d-67832d4cb941,https://api.nga.gov/iiif/95bc5221-79a1-49e1-b75d-67832d4cb941,"https://api.nga.gov/iiif/95bc5221-79a1-49e1-b75d-67832d4cb941/full/!200,200/0/default.jpg",primary,0,2963,4000,640,NULL,46741,46741,2911,artist,artist,"Chilean, 1918 - 1993",1918,1993,NULL,NULL,500082877,"Nemesio Antunez",1,1918,1993,Chilean,individual,Chilean,0,CL,SA,Chile
95e203fb-116a-4e79-92d1-837032f1f168,https://api.nga.gov/iiif/95e203fb-116a-4e79-92d1-837032f1f168,"https://api.nga.gov/iiif/95e203fb-116a-4e79-92d1-837032f1f168/full/!200,200/0/default.jpg",primary,0,7902,9913,640,NULL,224191,224191,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
96a750e5-76bb-4773-892e-d73d79d671a8,https://api.nga.gov/iiif/96a750e5-76bb-4773-892e-d73d79d671a8,"https://api.nga.gov/iiif/96a750e5-76bb-4773-892e-d73d79d671a8/full/!200,200/0/default.jpg",primary,0,15793,12511,NULL,"Pale beige, angular houses cluster at the center of the horizontal landscape painting. The hilly, rocky landscape around and below the houses is painted with cool blues and greens, and warm ivory and caramel brown beneath a pale blue sky. The artist applied the paint with regular, parallel, straight strokes.",54129,54129,9371,owner,"previous owner","Mexican, 1880 - 1961",1880,1961,NULL,NULL,500031425,"Marius de Zayas",1,1880,1961,Mexican,individual,Mexican,0,MX,NoAm,Mexico
96c34425-13be-48b8-a1e7-245ebef31ef3,https://api.nga.gov/iiif/96c34425-13be-48b8-a1e7-245ebef31ef3,"https://api.nga.gov/iiif/96c34425-13be-48b8-a1e7-245ebef31ef3/full/!200,200/0/default.jpg",primary,0,3216,4000,640,NULL,30699,30699,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
973327a8-9df1-47bc-828e-ed73cf47d73b,https://api.nga.gov/iiif/973327a8-9df1-47bc-828e-ed73cf47d73b,"https://api.nga.gov/iiif/973327a8-9df1-47bc-828e-ed73cf47d73b/full/!200,200/0/default.jpg",primary,0,4000,3195,640,NULL,30708,30708,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
9807f699-e9e3-4394-93e6-04457280314c,https://api.nga.gov/iiif/9807f699-e9e3-4394-93e6-04457280314c,"https://api.nga.gov/iiif/9807f699-e9e3-4394-93e6-04457280314c/full/!200,200/0/default.jpg",primary,0,4000,3055,640,NULL,197752,197752,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
98843fa8-25ac-4495-9959-7e7d8d44f542,https://api.nga.gov/iiif/98843fa8-25ac-4495-9959-7e7d8d44f542,"https://api.nga.gov/iiif/98843fa8-25ac-4495-9959-7e7d8d44f542/full/!200,200/0/default.jpg",primary,0,4000,3071,640,NULL,150706,150706,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
98ae910f-0268-4f9a-81a5-e85ca42379b5,https://api.nga.gov/iiif/98ae910f-0268-4f9a-81a5-e85ca42379b5,"https://api.nga.gov/iiif/98ae910f-0268-4f9a-81a5-e85ca42379b5/full/!200,200/0/default.jpg",primary,0,1906,4000,640,NULL,145431,145431,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
998dd1fe-d5a9-4b11-87b7-a8951d276623,https://api.nga.gov/iiif/998dd1fe-d5a9-4b11-87b7-a8951d276623,"https://api.nga.gov/iiif/998dd1fe-d5a9-4b11-87b7-a8951d276623/full/!200,200/0/default.jpg",primary,0,3190,4000,640,NULL,150705,150705,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
99d3dfc4-791e-4e8c-8472-1065d2fe1578,https://api.nga.gov/iiif/99d3dfc4-791e-4e8c-8472-1065d2fe1578,"https://api.nga.gov/iiif/99d3dfc4-791e-4e8c-8472-1065d2fe1578/full/!200,200/0/default.jpg",primary,0,4000,2315,640,NULL,4556,4556,3489,artist,artist,"Argentinean, 1899-1972",1899,1972,NULL,NULL,NULL,"Adolfo Bellocq",1,1899,1972,Argentinean,individual,Argentinean,0,AR,SA,Argentina
9b366e1a-72b5-4658-adbf-452dbea104db,https://api.nga.gov/iiif/9b366e1a-72b5-4658-adbf-452dbea104db,"https://api.nga.gov/iiif/9b366e1a-72b5-4658-adbf-452dbea104db/full/!200,200/0/default.jpg",primary,0,3096,4000,640,NULL,119885,119885,25864,artist,artist,"Argentinean, born Belgium, 1902 - 1985",1902,1985,NULL,NULL,NULL,"Victor Delhez",1,1902,1985,Argentinean,individual,Argentinean,0,AR,SA,Argentina
9b3f0cb3-0f85-47d6-92ad-ac2f762302c7,https://api.nga.gov/iiif/9b3f0cb3-0f85-47d6-92ad-ac2f762302c7,"https://api.nga.gov/iiif/9b3f0cb3-0f85-47d6-92ad-ac2f762302c7/full/!200,200/0/default.jpg",primary,0,3295,4844,640,NULL,130886,130886,5318,artist,artist,"Colombian, 1928 - 2010",1928,2010,NULL,NULL,500107510,"Omar Rayo",1,1928,2010,Colombian,individual,Colombian,0,CO,SA,Colombia
9c5f5c00-4ea3-4d00-90d5-be843b7307bf,https://api.nga.gov/iiif/9c5f5c00-4ea3-4d00-90d5-be843b7307bf,"https://api.nga.gov/iiif/9c5f5c00-4ea3-4d00-90d5-be843b7307bf/full/!200,200/0/default.jpg",primary,0,3103,4000,640,NULL,74837,74837,6962,artist,artist,"Argentinean, born 1911",1911,2011,NULL,NULL,NULL,"Raul Lozza",1,1911,2011,Argentinean,individual,Argentinean,0,AR,SA,Argentina
9d0df346-7ed7-4991-9876-154a829c0317,https://api.nga.gov/iiif/9d0df346-7ed7-4991-9876-154a829c0317,"https://api.nga.gov/iiif/9d0df346-7ed7-4991-9876-154a829c0317/full/!200,200/0/default.jpg",primary,0,4000,2932,640,NULL,133435,133435,5136,artist,artist,"Mexican, 1883 - 1949",1883,1949,NULL,NULL,500012316,"José Clemente Orozco",1,1883,1949,Mexican,individual,Mexican,0,MX,NoAm,Mexico
9d101e31-4820-4998-a340-2e8a09be6927,https://api.nga.gov/iiif/9d101e31-4820-4998-a340-2e8a09be6927,"https://api.nga.gov/iiif/9d101e31-4820-4998-a340-2e8a09be6927/full/!200,200/0/default.jpg",primary,0,4000,3097,640,NULL,48414,48414,1707,artist,artist,"Chilean, 1911 - 2002",1911,2002,NULL,NULL,500057123,Matta,1,1911,2002,Chilean,individual,Chilean,0,CL,SA,Chile
9e847fa5-62b0-4b4b-9e55-1aeb728f669e,https://api.nga.gov/iiif/9e847fa5-62b0-4b4b-9e55-1aeb728f669e,"https://api.nga.gov/iiif/9e847fa5-62b0-4b4b-9e55-1aeb728f669e/full/!200,200/0/default.jpg",primary,0,2809,4000,640,NULL,61931,61931,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
a04f4ebb-6567-430c-8f63-cf6aa58c936b,https://api.nga.gov/iiif/a04f4ebb-6567-430c-8f63-cf6aa58c936b,"https://api.nga.gov/iiif/a04f4ebb-6567-430c-8f63-cf6aa58c936b/full/!200,200/0/default.jpg",primary,0,3563,3571,640,NULL,62012,62012,5918,artist,artist,"Venezuelan, 1912 - 1994",1912,1994,NULL,NULL,500117602,Gego,1,1912,1994,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
a0eaf43e-1889-45ab-add1-5d422ffa8a06,https://api.nga.gov/iiif/a0eaf43e-1889-45ab-add1-5d422ffa8a06,"https://api.nga.gov/iiif/a0eaf43e-1889-45ab-add1-5d422ffa8a06/full/!200,200/0/default.jpg",primary,0,4000,2671,640,NULL,173039,173039,48572,artist,author,"Brazilian, born 1940",1940,NULL,NULL,NULL,NULL,"Armando Freitas Filho",1,1940,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
a0eaf43e-1889-45ab-add1-5d422ffa8a06,https://api.nga.gov/iiif/a0eaf43e-1889-45ab-add1-5d422ffa8a06,"https://api.nga.gov/iiif/a0eaf43e-1889-45ab-add1-5d422ffa8a06/full/!200,200/0/default.jpg",primary,0,4000,2671,640,NULL,173039,173039,40991,artist,artist,"Brazilian,  1942 - 2008",1942,2008,NULL,NULL,500066376,"Rubens Gerchman",1,1942,2008,Brazilian,individual,Brazilian,0,BR,SA,Brazil
a1899456-de3a-4b60-8009-86e89d7dcb77,https://api.nga.gov/iiif/a1899456-de3a-4b60-8009-86e89d7dcb77,"https://api.nga.gov/iiif/a1899456-de3a-4b60-8009-86e89d7dcb77/full/!200,200/0/default.jpg",primary,0,6136,7895,640,NULL,216620,216620,49585,artist,artist,"Mexican, 1919 - 1996",1919,1996,NULL,NULL,NULL,"Antonio Reynoso",1,1919,1996,Mexican,individual,Mexican,0,MX,NoAm,Mexico
a2bc5dff-08a4-46d5-9784-bed07028d33b,https://api.nga.gov/iiif/a2bc5dff-08a4-46d5-9784-bed07028d33b,"https://api.nga.gov/iiif/a2bc5dff-08a4-46d5-9784-bed07028d33b/full/!200,200/0/default.jpg",primary,0,2926,4000,640,NULL,48425,48425,1707,artist,artist,"Chilean, 1911 - 2002",1911,2002,NULL,NULL,500057123,Matta,1,1911,2002,Chilean,individual,Chilean,0,CL,SA,Chile
a34be107-abb2-4506-99dc-1b27ab27ce36,https://api.nga.gov/iiif/a34be107-abb2-4506-99dc-1b27ab27ce36,"https://api.nga.gov/iiif/a34be107-abb2-4506-99dc-1b27ab27ce36/full/!200,200/0/default.jpg",primary,0,3013,2935,640,NULL,173316,173316,41056,artist,artist,"Mexican, born United States, 1925 - 2002",1925,2002,NULL,NULL,500023797,"Mariana Yampolsky",1,1925,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
a3b7f6a0-2c98-4c65-8819-7be8dc0ad368,https://api.nga.gov/iiif/a3b7f6a0-2c98-4c65-8819-7be8dc0ad368,"https://api.nga.gov/iiif/a3b7f6a0-2c98-4c65-8819-7be8dc0ad368/full/!200,200/0/default.jpg",primary,0,4000,2991,640,NULL,196160,196160,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
a419cda8-0cf4-4ea3-91b9-7452c57371ff,https://api.nga.gov/iiif/a419cda8-0cf4-4ea3-91b9-7452c57371ff,"https://api.nga.gov/iiif/a419cda8-0cf4-4ea3-91b9-7452c57371ff/full/!200,200/0/default.jpg",primary,0,7154,8874,640,NULL,10153,10153,1831,artist,artist,"Mexican, 1886 - 1957",1886,1957,NULL,NULL,500025126,"Diego Rivera",1,1886,1957,Mexican,individual,Mexican,0,MX,NoAm,Mexico
a433e8c2-023c-4149-bd82-46b6f9a9cc6a,https://api.nga.gov/iiif/a433e8c2-023c-4149-bd82-46b6f9a9cc6a,"https://api.nga.gov/iiif/a433e8c2-023c-4149-bd82-46b6f9a9cc6a/full/!200,200/0/default.jpg",primary,0,4000,2956,640,NULL,134860,134860,24756,artist,artist,"Peruvian, 1891 - 1973",1891,1973,NULL,NULL,500037196,"Martin Chambi",1,1891,1973,Peruvian,individual,Peruvian,0,PE,SA,Peru
a4dc1d8e-f27d-416d-97fb-f37d69645599,https://api.nga.gov/iiif/a4dc1d8e-f27d-416d-97fb-f37d69645599,"https://api.nga.gov/iiif/a4dc1d8e-f27d-416d-97fb-f37d69645599/full/!200,200/0/default.jpg",primary,0,3126,4000,NULL,NULL,211392,211392,22253,artist,artist,"Mexican, born 1942",1942,NULL,NULL,NULL,500118440,"Graciela Iturbide",1,1942,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
a6fdd3ed-a844-4fdb-8e1c-0e734adcbec0,https://api.nga.gov/iiif/a6fdd3ed-a844-4fdb-8e1c-0e734adcbec0,"https://api.nga.gov/iiif/a6fdd3ed-a844-4fdb-8e1c-0e734adcbec0/full/!200,200/0/default.jpg",primary,0,4000,3066,640,NULL,48422,48422,1707,artist,artist,"Chilean, 1911 - 2002",1911,2002,NULL,NULL,500057123,Matta,1,1911,2002,Chilean,individual,Chilean,0,CL,SA,Chile
a8cc0df1-436a-487b-9aa4-77f65fcbaa1a,https://api.nga.gov/iiif/a8cc0df1-436a-487b-9aa4-77f65fcbaa1a,"https://api.nga.gov/iiif/a8cc0df1-436a-487b-9aa4-77f65fcbaa1a/full/!200,200/0/default.jpg",primary,0,5979,4913,640,NULL,150852,150852,2518,artist,artist,"Uruguayan, 1874 - 1949",1874,1949,NULL,NULL,500031259,"Joaquín Torres-García",1,1874,1949,Uruguayan,individual,Uruguayan,0,UY,SA,Uruguay
a8db9c1c-ca7a-4ca7-84fe-9d7576ace22d,https://api.nga.gov/iiif/a8db9c1c-ca7a-4ca7-84fe-9d7576ace22d,"https://api.nga.gov/iiif/a8db9c1c-ca7a-4ca7-84fe-9d7576ace22d/full/!200,200/0/default.jpg",primary,0,3239,4000,640,NULL,30698,30698,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
a96cfc6f-a283-4072-b5a3-24d681d8a70f,https://api.nga.gov/iiif/a96cfc6f-a283-4072-b5a3-24d681d8a70f,"https://api.nga.gov/iiif/a96cfc6f-a283-4072-b5a3-24d681d8a70f/full/!200,200/0/default.jpg",primary,0,4000,3482,640,NULL,33511,33511,3452,artist,artist,"Mexican, 1908 - 2003",1908,2003,NULL,NULL,500065904,"Alfredo Zalce",1,1908,2003,Mexican,individual,Mexican,0,MX,NoAm,Mexico
a9c432d7-2241-44b3-a121-94562c50e5f3,https://api.nga.gov/iiif/a9c432d7-2241-44b3-a121-94562c50e5f3,"https://api.nga.gov/iiif/a9c432d7-2241-44b3-a121-94562c50e5f3/full/!200,200/0/default.jpg",primary,0,2702,4000,NULL,NULL,211395,211395,22253,artist,artist,"Mexican, born 1942",1942,NULL,NULL,NULL,500118440,"Graciela Iturbide",1,1942,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
aa152ef1-f57e-444f-82ed-9e6cde46ee7d,https://api.nga.gov/iiif/aa152ef1-f57e-444f-82ed-9e6cde46ee7d,"https://api.nga.gov/iiif/aa152ef1-f57e-444f-82ed-9e6cde46ee7d/full/!200,200/0/default.jpg",primary,0,4000,2867,640,NULL,148744,148744,5730,artist,artist,"Mexican, 1904 - 1957",1904,1957,NULL,NULL,500122721,"Miguel Covarrubias",1,1904,1957,Mexican,individual,Mexican,0,MX,NoAm,Mexico
aa33f390-b8dd-4c75-97e1-8b45a42e3907,https://api.nga.gov/iiif/aa33f390-b8dd-4c75-97e1-8b45a42e3907,"https://api.nga.gov/iiif/aa33f390-b8dd-4c75-97e1-8b45a42e3907/full/!200,200/0/default.jpg",primary,0,4000,3387,640,NULL,9180,9180,3740,artist,artist,"Mexican, born 1909",1909,2009,NULL,NULL,500078548,"José Chavez Morado",1,1909,2009,Mexican,individual,Mexican,0,MX,NoAm,Mexico
aa68a26d-7c4a-4b46-9b2c-09a72eac3f65,https://api.nga.gov/iiif/aa68a26d-7c4a-4b46-9b2c-09a72eac3f65,"https://api.nga.gov/iiif/aa68a26d-7c4a-4b46-9b2c-09a72eac3f65/full/!200,200/0/default.jpg",primary,0,2811,4000,NULL,NULL,171744,171744,22253,artist,artist,"Mexican, born 1942",1942,NULL,NULL,NULL,500118440,"Graciela Iturbide",1,1942,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
aa86e42b-eb01-43d4-92eb-5ea002f7e83f,https://api.nga.gov/iiif/aa86e42b-eb01-43d4-92eb-5ea002f7e83f,"https://api.nga.gov/iiif/aa86e42b-eb01-43d4-92eb-5ea002f7e83f/full/!200,200/0/default.jpg",primary,0,3474,3640,640,NULL,58844,58844,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
aa883418-dc46-4e29-9447-bf9f551093c4,https://api.nga.gov/iiif/aa883418-dc46-4e29-9447-bf9f551093c4,"https://api.nga.gov/iiif/aa883418-dc46-4e29-9447-bf9f551093c4/full/!200,200/0/default.jpg",primary,0,3818,4832,640,NULL,137583,137583,9371,artist,artist,"Mexican, 1880 - 1961",1880,1961,NULL,NULL,500031425,"Marius de Zayas",1,1880,1961,Mexican,individual,Mexican,0,MX,NoAm,Mexico
ab5b41ee-2b1e-4f92-957b-6d08be2c7d45,https://api.nga.gov/iiif/ab5b41ee-2b1e-4f92-957b-6d08be2c7d45,"https://api.nga.gov/iiif/ab5b41ee-2b1e-4f92-957b-6d08be2c7d45/full/!200,200/0/default.jpg",primary,0,12669,10313,640,NULL,121051,121051,1831,artist,painter,"Mexican, 1886 - 1957",1886,1957,NULL,NULL,500025126,"Diego Rivera",1,1886,1957,Mexican,individual,Mexican,0,MX,NoAm,Mexico
ad21ed2d-841d-4c49-95bd-45e061b79012,https://api.nga.gov/iiif/ad21ed2d-841d-4c49-95bd-45e061b79012,"https://api.nga.gov/iiif/ad21ed2d-841d-4c49-95bd-45e061b79012/full/!200,200/0/default.jpg",primary,0,3559,3696,640,NULL,61481,61481,2861,artist,artist,"Guatemalan, 1933 - 2020",1933,2020,NULL,NULL,500118427,"Rodolfo Abularach",1,1933,2020,Guatemalan,individual,Guatemalan,0,GT,NoAm,Guatemala
ae36e3f1-627d-4847-a0cb-36b91ea1e5cb,https://api.nga.gov/iiif/ae36e3f1-627d-4847-a0cb-36b91ea1e5cb,"https://api.nga.gov/iiif/ae36e3f1-627d-4847-a0cb-36b91ea1e5cb/full/!200,200/0/default.jpg",primary,0,2679,4000,NULL,NULL,211389,211389,22253,artist,artist,"Mexican, born 1942",1942,NULL,NULL,NULL,500118440,"Graciela Iturbide",1,1942,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
aeb0d69e-c343-422c-ba47-f73a5b83f0ef,https://api.nga.gov/iiif/aeb0d69e-c343-422c-ba47-f73a5b83f0ef,"https://api.nga.gov/iiif/aeb0d69e-c343-422c-ba47-f73a5b83f0ef/full/!200,200/0/default.jpg",primary,0,4000,3095,640,NULL,175609,175609,41505,artist,artist,"Mexican, born 1957",1957,NULL,NULL,NULL,500294023,"Flor Garduño",1,1957,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
aec17b53-ce01-484b-98f3-6480e59bd7ae,https://api.nga.gov/iiif/aec17b53-ce01-484b-98f3-6480e59bd7ae,"https://api.nga.gov/iiif/aec17b53-ce01-484b-98f3-6480e59bd7ae/full/!200,200/0/default.jpg",primary,0,4000,3061,640,NULL,150714,150714,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
aecd527e-0cef-4523-89a9-c95de4f6a500,https://api.nga.gov/iiif/aecd527e-0cef-4523-89a9-c95de4f6a500,"https://api.nga.gov/iiif/aecd527e-0cef-4523-89a9-c95de4f6a500/full/!200,200/0/default.jpg",primary,0,8965,5913,640,NULL,221938,221938,51179,artist,artist,"Mexican, born 1950",1950,NULL,NULL,NULL,500294017,"Yolanda Andrade",1,1950,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
