uuid,iiifurl,iiifthumburl,viewtype,sequence,width,height,maxpixels,created,modified,depictstmsobjectid,assistivetext,objectid,displayorder,roletype,role,constituentid,ulanid,preferreddisplayname,forwarddisplayname,lastname,displaydate,artistofngaobject,beginyear,endyear,visualbrowsertimespan,nationality,visualbrowsernationality,constituenttype,Demonym,Percent_in_NGA,Country,Continent,Country Name
3c838c28-76db-4a30-b59a-1e7ec4c88b32,https://api.nga.gov/iiif/3c838c28-76db-4a30-b59a-1e7ec4c88b32,"https://api.nga.gov/iiif/3c838c28-76db-4a30-b59a-1e7ec4c88b32/full/!200,200/0/default.jpg",primary,0,3077,4000,640,2012-01-19 15:21:00-05,2022-06-14 16:38:31-04,58984,,58984,1,artist,artist,5449,,"Saunier, Hector",Hector Saunier,Saunier,"Argentinean, born 1936",1,1936,,1926 to 1950,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
3d3a6610-b041-49d7-b553-75ab4f4dde3e,https://api.nga.gov/iiif/3d3a6610-b041-49d7-b553-75ab4f4dde3e,"https://api.nga.gov/iiif/3d3a6610-b041-49d7-b553-75ab4f4dde3e/full/!200,200/0/default.jpg",primary,0,5946,7453,640,2018-02-27 18:20:37-05,2022-05-25 11:21:15-04,126504,,126504,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
3e2a1cff-95c5-485e-9f33-fee978ea5e31,https://api.nga.gov/iiif/3e2a1cff-95c5-485e-9f33-fee978ea5e31,"https://api.nga.gov/iiif/3e2a1cff-95c5-485e-9f33-fee978ea5e31/full/!200,200/0/default.jpg",primary,0,4000,3030,640,2015-07-08 11:00:34-04,2022-05-20 14:40:33-04,194318,,194318,1,artist,artist,16466,500028115,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902,2002,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
3e7d8da2-28d2-4fd4-8227-6b38bea8e66b,https://api.nga.gov/iiif/3e7d8da2-28d2-4fd4-8227-6b38bea8e66b,"https://api.nga.gov/iiif/3e7d8da2-28d2-4fd4-8227-6b38bea8e66b/full/!200,200/0/default.jpg",primary,0,4000,3066,640,2011-04-14 16:27:13-04,2022-05-19 13:02:04-04,150704,,150704,1,artist,artist,16466,500028115,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902,2002,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
3eb2273d-aa07-42e4-b075-e77b84708c71,https://api.nga.gov/iiif/3eb2273d-aa07-42e4-b075-e77b84708c71,"https://api.nga.gov/iiif/3eb2273d-aa07-42e4-b075-e77b84708c71/full/!200,200/0/default.jpg",primary,0,3582,3709,640,2012-01-20 17:02:26-05,2022-06-14 16:39:07-04,61483,,61483,1,artist,artist,2861,500118427,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933,2020,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
3ee98cf3-7767-4cea-96a1-ecc97101c17e,https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e,"https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e/full/!200,200/0/default.jpg",primary,0,3602,3953,,2011-03-18 12:21:46-04,2022-05-19 13:16:00-04,143123,,143123,2,artist,artist,24999,500005528,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
3ee98cf3-7767-4cea-96a1-ecc97101c17e,https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e,"https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e/full/!200,200/0/default.jpg",primary,0,3602,3953,,2011-03-18 12:21:46-04,2022-05-19 13:16:00-04,143123,,143123,3,artist,author,34339,,"de Ávila, Alejandro",Alejandro de Ávila,de Ávila,Mexican,1,,,,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
3ee98cf3-7767-4cea-96a1-ecc97101c17e,https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e,"https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e/full/!200,200/0/default.jpg",primary,0,3602,3953,,2011-03-18 12:21:46-04,2022-05-19 13:16:00-04,143123,,143123,1,artist,artist,22253,500118440,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
4034d557-294a-42e8-aa38-2496b428f943,https://api.nga.gov/iiif/4034d557-294a-42e8-aa38-2496b428f943,"https://api.nga.gov/iiif/4034d557-294a-42e8-aa38-2496b428f943/full/!200,200/0/default.jpg",primary,0,4000,3249,640,2015-07-08 11:07:54-04,2022-05-20 14:40:35-04,197747,,197747,1,artist,artist,16466,500028115,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902,2002,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
409133cc-0199-49a5-995f-88a0092f6f70,https://api.nga.gov/iiif/409133cc-0199-49a5-995f-88a0092f6f70,"https://api.nga.gov/iiif/409133cc-0199-49a5-995f-88a0092f6f70/full/!200,200/0/default.jpg",primary,0,3462,4000,640,2012-01-23 13:02:57-05,2022-06-14 16:39:36-04,33515,,33515,1,artist,artist,3452,500065904,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908,2003,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
42c1ae2b-e24e-4c9b-a1bc-b0a0d2891edf,https://api.nga.gov/iiif/42c1ae2b-e24e-4c9b-a1bc-b0a0d2891edf,"https://api.nga.gov/iiif/42c1ae2b-e24e-4c9b-a1bc-b0a0d2891edf/full/!200,200/0/default.jpg",primary,0,2575,4000,640,2012-01-23 13:36:43-05,2022-06-14 16:39:56-04,30249,,30249,1,artist,artist,3704,500059286,"Castellanos, Julio",Julio Castellanos,Castellanos,"Mexican, 1905 - 1947",1,1905,1947,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
44006d03-4c77-4818-8a41-da1bb705c2fe,https://api.nga.gov/iiif/44006d03-4c77-4818-8a41-da1bb705c2fe,"https://api.nga.gov/iiif/44006d03-4c77-4818-8a41-da1bb705c2fe/full/!200,200/0/default.jpg",primary,0,2940,4000,640,2016-10-17 12:47:40-04,2022-06-15 14:02:52-04,201188,,201188,1,artist,artist,16975,500004593,"Merida, Carlos",Carlos Merida,Merida,"Guatemalan, 1891 - 1984",1,1891,1984,1876 to 1900,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
4540be07-f408-4fc5-b215-f9dd94b41caa,https://api.nga.gov/iiif/4540be07-f408-4fc5-b215-f9dd94b41caa,"https://api.nga.gov/iiif/4540be07-f408-4fc5-b215-f9dd94b41caa/full/!200,200/0/default.jpg",primary,0,3531,3513,640,2011-01-10 16:52:28-05,2022-06-15 12:55:24-04,61987,,61987,1,artist,artist,5918,500117602,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912,1994,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
45802917-409d-4915-97d1-a095c2557ef7,https://api.nga.gov/iiif/45802917-409d-4915-97d1-a095c2557ef7,"https://api.nga.gov/iiif/45802917-409d-4915-97d1-a095c2557ef7/full/!200,200/0/default.jpg",primary,0,2900,4000,640,2012-01-19 15:56:10-05,2022-06-14 16:38:48-04,61490,,61490,1,artist,artist,2861,500118427,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933,2020,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
463171b5-806e-4ff4-a0d6-fd9717bc4309,https://api.nga.gov/iiif/463171b5-806e-4ff4-a0d6-fd9717bc4309,"https://api.nga.gov/iiif/463171b5-806e-4ff4-a0d6-fd9717bc4309/full/!200,200/0/default.jpg",primary,0,2797,4000,640,2009-10-21 13:41:42-04,2022-05-20 13:30:29-04,59857,,59857,1,artist,artist,2518,500031259,"Torres-García, Joaquín",Joaquín Torres-García,Torres-García,"Uruguayan, 1874 - 1949",1,1874,1949,1851 to 1875,Uruguayan,Other,individual,Uruguayan,0.0001306591755406,UY,South America,Uruguay
47798689-c948-443f-a064-5c21cb501ad8,https://api.nga.gov/iiif/47798689-c948-443f-a064-5c21cb501ad8,"https://api.nga.gov/iiif/47798689-c948-443f-a064-5c21cb501ad8/full/!200,200/0/default.jpg",primary,0,9413,13712,640,2021-06-03 15:33:58-04,2022-06-10 16:25:59-04,222830,,222830,1,artist,artist,51620,500332855,"Cinto, Sandra",Sandra Cinto,Cinto,"Brazilian, born 1968",1,1968,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
479cbaab-d876-4322-b628-d49dbec24829,https://api.nga.gov/iiif/479cbaab-d876-4322-b628-d49dbec24829,"https://api.nga.gov/iiif/479cbaab-d876-4322-b628-d49dbec24829/full/!200,200/0/default.jpg",primary,0,4000,3061,640,2012-01-19 16:01:47-05,2022-06-14 16:38:50-04,57798,,57798,1,artist,artist,3507,500015512,"Berni, Antonio",Antonio Berni,Berni,"Argentinean, 1905 - 1981",1,1905,1981,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
48aa9dfc-e35f-4c09-a25a-4fe15f1e440d,https://api.nga.gov/iiif/48aa9dfc-e35f-4c09-a25a-4fe15f1e440d,"https://api.nga.gov/iiif/48aa9dfc-e35f-4c09-a25a-4fe15f1e440d/full/!200,200/0/default.jpg",primary,0,2817,4000,640,2012-01-19 15:35:59-05,2022-06-14 16:38:39-04,4555,,4555,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899,1972,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
48f68b56-2ade-4935-b72b-35fc87e05599,https://api.nga.gov/iiif/48f68b56-2ade-4935-b72b-35fc87e05599,"https://api.nga.gov/iiif/48f68b56-2ade-4935-b72b-35fc87e05599/full/!200,200/0/default.jpg",primary,0,2928,4000,640,2012-01-19 15:36:58-05,2022-06-14 16:38:40-04,4553,,4553,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899,1972,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
492e5724-afa1-4729-a10d-7a29da5238f6,https://api.nga.gov/iiif/492e5724-afa1-4729-a10d-7a29da5238f6,"https://api.nga.gov/iiif/492e5724-afa1-4729-a10d-7a29da5238f6/full/!200,200/0/default.jpg",primary,0,7743,10716,640,2021-11-03 12:54:06-04,2022-06-10 16:32:25-04,223251,,223251,1,artist,artist,38881,,"Horna, Kati",Kati Horna,Horna,"Mexican, born Austria-Hungary, 1912 - 2000",1,1912,2000,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
4a0ae6d1-6d1e-431d-91c7-0ba9c16a6d6e,https://api.nga.gov/iiif/4a0ae6d1-6d1e-431d-91c7-0ba9c16a6d6e,"https://api.nga.gov/iiif/4a0ae6d1-6d1e-431d-91c7-0ba9c16a6d6e/full/!200,200/0/default.jpg",primary,0,5295,6188,640,2017-10-11 11:03:42-04,2022-07-15 13:45:30-04,196156,"In this black and white photograph, a woman wearing a black dress leans toward an arched mirror set into a wall, so we see the woman twice in this double portrait. We are situated slightly below her so we look up at the woman, who gazes down and to our right. The surface of the wall is smooth but lightly textured, like adobe. Trees reflected in the mirror indicate that this is outdoors. The woman in front of us takes up the left half of the composition. She faces our right in profile and leans to our right, at the far edge of the mirror. Her dark hair is pulled up in ribbon entwined braids. She wears long, chandelier style earrings and her high-necked black dress has puffed, lace sleeves. We see her face straight on in the mirror’s reflection. The woman’s distinctive brows knit together over her rounded nose.",196156,1,artist,artist,39181,500056681,"Álvarez Bravo, Lola",Lola Álvarez Bravo,Álvarez Bravo,"Mexican, 1903 - 1993",1,1903,1993,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
4ad9dc5b-684e-4340-bd66-0ea6dded4ac2,https://api.nga.gov/iiif/4ad9dc5b-684e-4340-bd66-0ea6dded4ac2,"https://api.nga.gov/iiif/4ad9dc5b-684e-4340-bd66-0ea6dded4ac2/full/!200,200/0/default.jpg",primary,0,3169,4000,640,2012-01-23 12:51:18-05,2022-06-14 16:39:35-04,64171,,64171,1,artist,artist,1918,500024331,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899,1991,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
4b2005ad-193a-41ed-89b5-ef009ddf28ad,https://api.nga.gov/iiif/4b2005ad-193a-41ed-89b5-ef009ddf28ad,"https://api.nga.gov/iiif/4b2005ad-193a-41ed-89b5-ef009ddf28ad/full/!200,200/0/default.jpg",primary,0,4512,5631,640,2015-06-16 17:45:47-04,2022-05-20 14:32:36-04,163302,,163302,1,artist,artist,38076,500111185,"Oiticica, Hélio",Hélio Oiticica,Oiticica,"Brazilian, 1937 - 1980",1,1937,1980,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
4b214d98-8d92-4a09-a7fd-7fda7f8ad534,https://api.nga.gov/iiif/4b214d98-8d92-4a09-a7fd-7fda7f8ad534,"https://api.nga.gov/iiif/4b214d98-8d92-4a09-a7fd-7fda7f8ad534/full/!200,200/0/default.jpg",primary,0,3887,3576,640,2012-01-23 12:08:30-05,2022-06-14 16:39:27-04,64177,,64177,1,artist,artist,1918,500024331,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899,1991,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
4b888a49-bb39-4d2e-993c-ec7ce6c7cecb,https://api.nga.gov/iiif/4b888a49-bb39-4d2e-993c-ec7ce6c7cecb,"https://api.nga.gov/iiif/4b888a49-bb39-4d2e-993c-ec7ce6c7cecb/full/!200,200/0/default.jpg",primary,0,3522,3518,640,2011-01-10 16:55:07-05,2022-06-15 12:55:24-04,61990,,61990,1,artist,artist,5918,500117602,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912,1994,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
4bec4e1c-fc32-4eb1-a962-09b647a98766,https://api.nga.gov/iiif/4bec4e1c-fc32-4eb1-a962-09b647a98766,"https://api.nga.gov/iiif/4bec4e1c-fc32-4eb1-a962-09b647a98766/full/!200,200/0/default.jpg",primary,0,3044,4000,,2011-03-18 12:10:47-04,2022-05-19 13:15:59-04,143116,,143116,2,artist,artist,24999,500005528,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
4bec4e1c-fc32-4eb1-a962-09b647a98766,https://api.nga.gov/iiif/4bec4e1c-fc32-4eb1-a962-09b647a98766,"https://api.nga.gov/iiif/4bec4e1c-fc32-4eb1-a962-09b647a98766/full/!200,200/0/default.jpg",primary,0,3044,4000,,2011-03-18 12:10:47-04,2022-05-19 13:15:59-04,143116,,143116,3,artist,author,34339,,"de Ávila, Alejandro",Alejandro de Ávila,de Ávila,Mexican,1,,,,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
4bec4e1c-fc32-4eb1-a962-09b647a98766,https://api.nga.gov/iiif/4bec4e1c-fc32-4eb1-a962-09b647a98766,"https://api.nga.gov/iiif/4bec4e1c-fc32-4eb1-a962-09b647a98766/full/!200,200/0/default.jpg",primary,0,3044,4000,,2011-03-18 12:10:47-04,2022-05-19 13:15:59-04,143116,,143116,1,artist,artist,22253,500118440,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
4c5d237d-b519-484d-a1a0-f422bd97befd,https://api.nga.gov/iiif/4c5d237d-b519-484d-a1a0-f422bd97befd,"https://api.nga.gov/iiif/4c5d237d-b519-484d-a1a0-f422bd97befd/full/!200,200/0/default.jpg",primary,0,17635,23261,640,2019-10-24 20:18:26-04,2022-06-28 22:14:13.077-04,219519,,219519,1,artist,painter,50468,500578105,"Aróstegui, Alejandro",Alejandro Aróstegui,Aróstegui,"Nicaraguan, born 1935",1,1935,,1926 to 1950,Nicaraguan,Other,individual,Nicaraguan,0.0000653295877703,NI,North America,Nicaragua
4c9940b7-e92b-4b74-b08b-854a509d0c44,https://api.nga.gov/iiif/4c9940b7-e92b-4b74-b08b-854a509d0c44,"https://api.nga.gov/iiif/4c9940b7-e92b-4b74-b08b-854a509d0c44/full/!200,200/0/default.jpg",primary,0,5304,3380,640,2012-04-26 14:57:15-04,2022-06-09 13:03:01-04,107543,,107543,1,artist,artist,3845,500021586,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934,2017,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
4de8e0c6-4eb8-4b3d-bf12-fa05ed9ec238,https://api.nga.gov/iiif/4de8e0c6-4eb8-4b3d-bf12-fa05ed9ec238,"https://api.nga.gov/iiif/4de8e0c6-4eb8-4b3d-bf12-fa05ed9ec238/full/!200,200/0/default.jpg",primary,0,3462,4000,640,2012-01-23 13:27:45-05,2022-06-14 16:39:55-04,133865,,133865,1,artist,artist,28727,500472229,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
4ee7a8b1-b80b-49e2-8739-8550c28cf79a,https://api.nga.gov/iiif/4ee7a8b1-b80b-49e2-8739-8550c28cf79a,"https://api.nga.gov/iiif/4ee7a8b1-b80b-49e2-8739-8550c28cf79a/full/!200,200/0/default.jpg",primary,0,2658,2919,640,2012-08-20 13:27:03-04,2022-06-15 13:17:10-04,145426,,145426,1,artist,artist,26394,500356627,"Bonomi, Maria",Maria Bonomi,Bonomi,"Brazilian, born 1935",1,1935,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
4f644ef2-5827-4754-aab9-48bd1a413da8,https://api.nga.gov/iiif/4f644ef2-5827-4754-aab9-48bd1a413da8,"https://api.nga.gov/iiif/4f644ef2-5827-4754-aab9-48bd1a413da8/full/!200,200/0/default.jpg",primary,0,3075,4000,640,2016-01-28 16:52:10-05,2022-05-19 13:17:49-04,199324,,199324,1,artist,artist,46354,,"Rizzi, Maria Teresa",Maria Teresa Rizzi,Rizzi,"Argentinean, born 1957",1,1957,,1951 to 1975,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
504ea081-0e23-42e4-bf95-5970de613d71,https://api.nga.gov/iiif/504ea081-0e23-42e4-bf95-5970de613d71,"https://api.nga.gov/iiif/504ea081-0e23-42e4-bf95-5970de613d71/full/!200,200/0/default.jpg",primary,0,3534,3751,640,2012-01-20 16:28:46-05,2022-06-14 16:38:59-04,61463,,61463,1,artist,artist,2861,500118427,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933,2020,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
50ee2a2e-00e2-475a-aba7-ab7825c3db82,https://api.nga.gov/iiif/50ee2a2e-00e2-475a-aba7-ab7825c3db82,"https://api.nga.gov/iiif/50ee2a2e-00e2-475a-aba7-ab7825c3db82/full/!200,200/0/default.jpg",primary,0,3176,4000,640,2012-01-23 12:18:28-05,2022-06-14 16:39:29-04,30697,,30697,1,artist,artist,4962,500111715,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902,1969,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
514c4580-d70d-48b3-b5cd-1a93c180aa02,https://api.nga.gov/iiif/514c4580-d70d-48b3-b5cd-1a93c180aa02,"https://api.nga.gov/iiif/514c4580-d70d-48b3-b5cd-1a93c180aa02/full/!200,200/0/default.jpg",primary,0,5952,7438,640,2018-02-27 18:29:46-05,2022-05-25 11:21:16-04,126507,,126507,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
51513590-1da9-4b58-9173-3cadb5d0ae15,https://api.nga.gov/iiif/51513590-1da9-4b58-9173-3cadb5d0ae15,"https://api.nga.gov/iiif/51513590-1da9-4b58-9173-3cadb5d0ae15/full/!200,200/0/default.jpg",primary,0,4000,3503,640,2012-01-23 13:04:48-05,2022-06-14 16:39:37-04,33517,,33517,1,artist,artist,3452,500065904,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908,2003,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
5332a513-4e8f-4c03-8935-cea7ba9ca73f,https://api.nga.gov/iiif/5332a513-4e8f-4c03-8935-cea7ba9ca73f,"https://api.nga.gov/iiif/5332a513-4e8f-4c03-8935-cea7ba9ca73f/full/!200,200/0/default.jpg",primary,0,3126,4000,640,2015-07-08 11:13:02-04,2022-05-20 14:40:36-04,196188,,196188,1,artist,artist,16466,500028115,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902,2002,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
53fc9722-fa16-44f6-8d27-7c0bacba46cc,https://api.nga.gov/iiif/53fc9722-fa16-44f6-8d27-7c0bacba46cc,"https://api.nga.gov/iiif/53fc9722-fa16-44f6-8d27-7c0bacba46cc/full/!200,200/0/default.jpg",primary,0,2970,4000,640,2012-01-23 12:38:15-05,2022-06-14 16:39:33-04,61934,,61934,1,artist,artist,3845,500021586,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934,2017,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
54140189-5c66-42b3-ae9b-10746bbb5027,https://api.nga.gov/iiif/54140189-5c66-42b3-ae9b-10746bbb5027,"https://api.nga.gov/iiif/54140189-5c66-42b3-ae9b-10746bbb5027/full/!200,200/0/default.jpg",primary,0,3235,4000,640,2012-01-23 13:14:09-05,2022-06-14 16:39:43-04,128543,,128543,1,artist,artist,28727,500472229,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
550a3bbb-36c6-4608-bdc5-6db519a2b13c,https://api.nga.gov/iiif/550a3bbb-36c6-4608-bdc5-6db519a2b13c,"https://api.nga.gov/iiif/550a3bbb-36c6-4608-bdc5-6db519a2b13c/full/!200,200/0/default.jpg",primary,0,3249,4000,640,2012-01-23 12:22:36-05,2022-06-14 16:39:30-04,30703,,30703,1,artist,artist,4962,500111715,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902,1969,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
552e99b7-0bb5-45e1-8b1b-7edeabdd5850,https://api.nga.gov/iiif/552e99b7-0bb5-45e1-8b1b-7edeabdd5850,"https://api.nga.gov/iiif/552e99b7-0bb5-45e1-8b1b-7edeabdd5850/full/!200,200/0/default.jpg",primary,0,4949,7513,,2011-11-28 10:51:10-05,2022-08-19 10:16:33.61-04,152826,,152826,1,artist,artist,5265,500032573,"Posada, José Guadalupe",José Guadalupe Posada,Posada,"Mexican, 1851 - 1913",1,1851,1913,1851 to 1875,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
57208a53-7519-41e4-bf8d-a75417c90e3e,https://api.nga.gov/iiif/57208a53-7519-41e4-bf8d-a75417c90e3e,"https://api.nga.gov/iiif/57208a53-7519-41e4-bf8d-a75417c90e3e/full/!200,200/0/default.jpg",primary,0,3013,3154,640,2012-01-19 15:16:03-05,2022-06-14 16:38:30-04,57720,,57720,1,artist,artist,2861,500118427,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933,2020,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
5726f0a6-1eb3-4af7-8702-0772255668ce,https://api.nga.gov/iiif/5726f0a6-1eb3-4af7-8702-0772255668ce,"https://api.nga.gov/iiif/5726f0a6-1eb3-4af7-8702-0772255668ce/full/!200,200/0/default.jpg",primary,0,3187,4000,640,2012-01-23 12:17:16-05,2022-06-14 16:39:29-04,30695,,30695,1,artist,artist,4962,500111715,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902,1969,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
5776ad08-74f2-4a27-ac9c-c03868c89d98,https://api.nga.gov/iiif/5776ad08-74f2-4a27-ac9c-c03868c89d98,"https://api.nga.gov/iiif/5776ad08-74f2-4a27-ac9c-c03868c89d98/full/!200,200/0/default.jpg",primary,0,3202,4000,640,2012-01-23 12:30:31-05,2022-06-14 16:39:33-04,30715,,30715,1,artist,artist,4962,500111715,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902,1969,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
59f7fd0f-a849-4826-9958-a4216263ecab,https://api.nga.gov/iiif/59f7fd0f-a849-4826-9958-a4216263ecab,"https://api.nga.gov/iiif/59f7fd0f-a849-4826-9958-a4216263ecab/full/!200,200/0/default.jpg",primary,0,2907,4000,640,2016-10-17 12:46:28-04,2022-06-15 14:02:51-04,201187,,201187,1,artist,artist,16975,500004593,"Merida, Carlos",Carlos Merida,Merida,"Guatemalan, 1891 - 1984",1,1891,1984,1876 to 1900,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
5a31d1b6-ae47-41de-aafa-d0cf37bb28df,https://api.nga.gov/iiif/5a31d1b6-ae47-41de-aafa-d0cf37bb28df,"https://api.nga.gov/iiif/5a31d1b6-ae47-41de-aafa-d0cf37bb28df/full/!200,200/0/default.jpg",primary,0,3020,4000,640,2012-01-23 13:37:54-05,2022-06-14 16:39:56-04,30252,,30252,1,artist,artist,3951,500071567,"Dosamantes, Francisco",Francisco Dosamantes,Dosamantes,"Mexican, 1911 - 1986",1,1911,1986,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
