uuid,iiifurl,iiifthumburl,viewtype,sequence,width,height,maxpixels,created,modified,depictstmsobjectid,assistivetext,objectid,displayorder,roletype,role,constituentid,ulanid,preferreddisplayname,forwarddisplayname,lastname,displaydate,artistofngaobject,beginyear,endyear,visualbrowsertimespan,nationality,visualbrowsernationality,constituenttype,Demonym,Percent_in_NGA,Country,Continent,Country Name
1a6e2609-29d7-4aa7-afc4-40631656c05c,https://api.nga.gov/iiif/1a6e2609-29d7-4aa7-afc4-40631656c05c,"https://api.nga.gov/iiif/1a6e2609-29d7-4aa7-afc4-40631656c05c/full/!200,200/0/default.jpg",primary,0,7658,9453,640,2020-11-17 16:25:13-05,2022-06-07 16:12:17-04,221003,,221003,1,artist,artist,38881,,"Horna, Kati",Kati Horna,Horna,"Mexican, born Austria-Hungary, 1912 - 2000",1,1912,2000,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
1aab1a3c-81dd-447d-aa43-8d05e2bf5505,https://api.nga.gov/iiif/1aab1a3c-81dd-447d-aa43-8d05e2bf5505,"https://api.nga.gov/iiif/1aab1a3c-81dd-447d-aa43-8d05e2bf5505/full/!200,200/0/default.jpg",primary,0,3434,4000,640,2012-01-23 13:29:21-05,2022-06-14 16:39:55-04,133866,,133866,1,artist,artist,28727,500472229,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
1b36f54b-5601-444a-86c6-61c0b28a20fb,https://api.nga.gov/iiif/1b36f54b-5601-444a-86c6-61c0b28a20fb,"https://api.nga.gov/iiif/1b36f54b-5601-444a-86c6-61c0b28a20fb/full/!200,200/0/default.jpg",primary,0,3529,3519,640,2011-01-10 16:53:30-05,2022-06-15 12:55:24-04,61989,,61989,1,artist,artist,5918,500117602,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912,1994,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
1b5ce5d5-edc8-4cb3-adb3-1bdaae0db2b9,https://api.nga.gov/iiif/1b5ce5d5-edc8-4cb3-adb3-1bdaae0db2b9,"https://api.nga.gov/iiif/1b5ce5d5-edc8-4cb3-adb3-1bdaae0db2b9/full/!200,200/0/default.jpg",primary,0,8794,12267,640,2021-05-20 09:08:31-04,2022-06-10 16:20:06-04,30640,,30640,1,artist,artist,1876,500008908,"Siqueiros, David Alfaro",David Alfaro Siqueiros,Siqueiros,"Mexican, 1896 - 1974",1,1896,1974,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
1b93d4a9-3c74-443a-a9c9-5cb319cbfd7e,https://api.nga.gov/iiif/1b93d4a9-3c74-443a-a9c9-5cb319cbfd7e,"https://api.nga.gov/iiif/1b93d4a9-3c74-443a-a9c9-5cb319cbfd7e/full/!200,200/0/default.jpg",primary,0,3222,4000,640,2011-03-29 17:22:36-04,2022-05-19 13:00:35-04,116224,,116224,1,artist,artist,24648,,"García, Héctor",Héctor García,García,"Mexican, 1923 - 2012",1,1923,2012,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
1cb0dbd7-2c0a-4850-b5de-ff290429c6d1,https://api.nga.gov/iiif/1cb0dbd7-2c0a-4850-b5de-ff290429c6d1,"https://api.nga.gov/iiif/1cb0dbd7-2c0a-4850-b5de-ff290429c6d1/full/!200,200/0/default.jpg",primary,0,4000,3108,640,2011-12-28 16:27:15-05,2022-06-14 16:36:03-04,48423,,48423,1,artist,artist,1707,500057123,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911,2002,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
1d8a629a-dd9a-4317-9962-e5dde013d7f8,https://api.nga.gov/iiif/1d8a629a-dd9a-4317-9962-e5dde013d7f8,"https://api.nga.gov/iiif/1d8a629a-dd9a-4317-9962-e5dde013d7f8/full/!200,200/0/default.jpg",primary,0,3980,4000,,2011-03-18 12:12:31-04,2022-05-19 13:16:00-04,143117,,143117,2,artist,artist,24999,500005528,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
1d8a629a-dd9a-4317-9962-e5dde013d7f8,https://api.nga.gov/iiif/1d8a629a-dd9a-4317-9962-e5dde013d7f8,"https://api.nga.gov/iiif/1d8a629a-dd9a-4317-9962-e5dde013d7f8/full/!200,200/0/default.jpg",primary,0,3980,4000,,2011-03-18 12:12:31-04,2022-05-19 13:16:00-04,143117,,143117,3,artist,author,34339,,"de Ávila, Alejandro",Alejandro de Ávila,de Ávila,Mexican,1,,,,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
1d8a629a-dd9a-4317-9962-e5dde013d7f8,https://api.nga.gov/iiif/1d8a629a-dd9a-4317-9962-e5dde013d7f8,"https://api.nga.gov/iiif/1d8a629a-dd9a-4317-9962-e5dde013d7f8/full/!200,200/0/default.jpg",primary,0,3980,4000,,2011-03-18 12:12:31-04,2022-05-19 13:16:00-04,143117,,143117,1,artist,artist,22253,500118440,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
1d8f028c-9436-4564-9e97-e90e4db7817e,https://api.nga.gov/iiif/1d8f028c-9436-4564-9e97-e90e4db7817e,"https://api.nga.gov/iiif/1d8f028c-9436-4564-9e97-e90e4db7817e/full/!200,200/0/default.jpg",primary,0,2694,4000,,2015-07-07 14:31:28-04,2022-05-20 14:40:14-04,211391,,211391,1,artist,artist,22253,500118440,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
1db755eb-9b69-4842-8b00-ed4e13cb81ac,https://api.nga.gov/iiif/1db755eb-9b69-4842-8b00-ed4e13cb81ac,"https://api.nga.gov/iiif/1db755eb-9b69-4842-8b00-ed4e13cb81ac/full/!200,200/0/default.jpg",primary,0,4000,2900,640,2011-01-28 16:11:56-05,2022-06-15 12:56:56-04,153116,,153116,2,artist,printer,35252,,Taller de Grafica Popular,Taller de Grafica Popular,,"Mexican, founded 1937",1,1937,,1926 to 1950,Mexican,Mexican,corporate,Mexican,0.0024171947475011,MX,North America,Mexico
1e952c95-3cd8-4e6d-8a39-171e72f15cf7,https://api.nga.gov/iiif/1e952c95-3cd8-4e6d-8a39-171e72f15cf7,"https://api.nga.gov/iiif/1e952c95-3cd8-4e6d-8a39-171e72f15cf7/full/!200,200/0/default.jpg",primary,0,3973,4000,,2011-03-18 12:17:06-04,2022-05-19 12:58:50-04,143120,,143120,2,artist,artist,24999,500005528,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
1e952c95-3cd8-4e6d-8a39-171e72f15cf7,https://api.nga.gov/iiif/1e952c95-3cd8-4e6d-8a39-171e72f15cf7,"https://api.nga.gov/iiif/1e952c95-3cd8-4e6d-8a39-171e72f15cf7/full/!200,200/0/default.jpg",primary,0,3973,4000,,2011-03-18 12:17:06-04,2022-05-19 12:58:50-04,143120,,143120,3,artist,author,34339,,"de Ávila, Alejandro",Alejandro de Ávila,de Ávila,Mexican,1,,,,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
1e952c95-3cd8-4e6d-8a39-171e72f15cf7,https://api.nga.gov/iiif/1e952c95-3cd8-4e6d-8a39-171e72f15cf7,"https://api.nga.gov/iiif/1e952c95-3cd8-4e6d-8a39-171e72f15cf7/full/!200,200/0/default.jpg",primary,0,3973,4000,,2011-03-18 12:17:06-04,2022-05-19 12:58:50-04,143120,,143120,1,artist,artist,22253,500118440,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
1f0ce0dc-18f6-4600-b50d-26c80b99c06e,https://api.nga.gov/iiif/1f0ce0dc-18f6-4600-b50d-26c80b99c06e,"https://api.nga.gov/iiif/1f0ce0dc-18f6-4600-b50d-26c80b99c06e/full/!200,200/0/default.jpg",primary,0,4000,3362,640,2012-01-23 12:48:54-05,2022-06-14 16:39:35-04,42617,,42617,1,artist,artist,2894,500202173,"Amero, Emilio",Emilio Amero,Amero,"Mexican, 1901 - 1976",1,1901,1976,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
1f1918c9-9d30-4491-a94e-e35d3ad8b891,https://api.nga.gov/iiif/1f1918c9-9d30-4491-a94e-e35d3ad8b891,"https://api.nga.gov/iiif/1f1918c9-9d30-4491-a94e-e35d3ad8b891/full/!200,200/0/default.jpg",primary,0,4000,3084,640,2011-12-28 16:16:40-05,2022-06-14 16:36:01-04,48410,,48410,1,artist,artist,1707,500057123,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911,2002,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
2173245e-99f7-4bc5-a7f9-80b8a6bd3947,https://api.nga.gov/iiif/2173245e-99f7-4bc5-a7f9-80b8a6bd3947,"https://api.nga.gov/iiif/2173245e-99f7-4bc5-a7f9-80b8a6bd3947/full/!200,200/0/default.jpg",primary,0,3521,3667,640,2012-01-20 16:25:22-05,2022-06-14 16:38:58-04,61467,,61467,1,artist,artist,2861,500118427,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933,2020,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
2204794b-1e0a-40d9-938c-0c81cf2e2275,https://api.nga.gov/iiif/2204794b-1e0a-40d9-938c-0c81cf2e2275,"https://api.nga.gov/iiif/2204794b-1e0a-40d9-938c-0c81cf2e2275/full/!200,200/0/default.jpg",primary,0,2943,4000,640,2016-01-28 16:53:35-05,2022-05-19 13:17:51-04,199322,,199322,1,artist,artist,46354,,"Rizzi, Maria Teresa",Maria Teresa Rizzi,Rizzi,"Argentinean, born 1957",1,1957,,1951 to 1975,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
220d2694-4214-4a43-9462-51d37e8e3fc1,https://api.nga.gov/iiif/220d2694-4214-4a43-9462-51d37e8e3fc1,"https://api.nga.gov/iiif/220d2694-4214-4a43-9462-51d37e8e3fc1/full/!200,200/0/default.jpg",primary,0,2896,4000,640,2012-01-19 15:57:20-05,2022-06-14 16:38:49-04,61491,,61491,1,artist,artist,2861,500118427,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933,2020,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
2348301b-e221-45b4-baa3-9a1dc6b82824,https://api.nga.gov/iiif/2348301b-e221-45b4-baa3-9a1dc6b82824,"https://api.nga.gov/iiif/2348301b-e221-45b4-baa3-9a1dc6b82824/full/!200,200/0/default.jpg",primary,0,8767,7226,640,2021-11-02 15:10:53-04,2022-06-10 16:33:19-04,223250,,223250,1,artist,artist,38881,,"Horna, Kati",Kati Horna,Horna,"Mexican, born Austria-Hungary, 1912 - 2000",1,1912,2000,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
23b45aeb-802e-4831-9562-9fd4e8d9b72d,https://api.nga.gov/iiif/23b45aeb-802e-4831-9562-9fd4e8d9b72d,"https://api.nga.gov/iiif/23b45aeb-802e-4831-9562-9fd4e8d9b72d/full/!200,200/0/default.jpg",primary,0,4000,3654,,2011-03-18 12:14:28-04,2022-05-19 12:58:49-04,143118,,143118,2,artist,artist,24999,500005528,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
23b45aeb-802e-4831-9562-9fd4e8d9b72d,https://api.nga.gov/iiif/23b45aeb-802e-4831-9562-9fd4e8d9b72d,"https://api.nga.gov/iiif/23b45aeb-802e-4831-9562-9fd4e8d9b72d/full/!200,200/0/default.jpg",primary,0,4000,3654,,2011-03-18 12:14:28-04,2022-05-19 12:58:49-04,143118,,143118,3,artist,author,34339,,"de Ávila, Alejandro",Alejandro de Ávila,de Ávila,Mexican,1,,,,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
23b45aeb-802e-4831-9562-9fd4e8d9b72d,https://api.nga.gov/iiif/23b45aeb-802e-4831-9562-9fd4e8d9b72d,"https://api.nga.gov/iiif/23b45aeb-802e-4831-9562-9fd4e8d9b72d/full/!200,200/0/default.jpg",primary,0,4000,3654,,2011-03-18 12:14:28-04,2022-05-19 12:58:49-04,143118,,143118,1,artist,artist,22253,500118440,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
25dc66d6-d136-4e49-bb6d-786c1f54a384,https://api.nga.gov/iiif/25dc66d6-d136-4e49-bb6d-786c1f54a384,"https://api.nga.gov/iiif/25dc66d6-d136-4e49-bb6d-786c1f54a384/full/!200,200/0/default.jpg",primary,0,5540,4043,640,2013-07-11 09:54:23-04,2022-05-23 11:20:54-04,157357,,157357,1,artist,artist,36273,500349250,"Rossell, Daniela",Daniela Rossell,Rossell,"Mexican, born 1973",1,1973,,1951 to 1975,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
262d1dc1-410e-48c0-9912-69f458c55b7b,https://api.nga.gov/iiif/262d1dc1-410e-48c0-9912-69f458c55b7b,"https://api.nga.gov/iiif/262d1dc1-410e-48c0-9912-69f458c55b7b/full/!200,200/0/default.jpg",primary,0,4000,3083,640,2011-12-28 16:24:24-05,2022-06-14 16:36:02-04,48420,,48420,1,artist,artist,1707,500057123,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911,2002,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
269b6ff9-92ad-45cc-8366-d9e63de5ba8a,https://api.nga.gov/iiif/269b6ff9-92ad-45cc-8366-d9e63de5ba8a,"https://api.nga.gov/iiif/269b6ff9-92ad-45cc-8366-d9e63de5ba8a/full/!200,200/0/default.jpg",primary,0,3577,3555,640,2011-01-10 17:02:26-05,2022-06-15 12:55:25-04,62013,,62013,1,artist,artist,5918,500117602,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912,1994,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
2719a376-8f9e-44f3-9e71-8f60c33d6633,https://api.nga.gov/iiif/2719a376-8f9e-44f3-9e71-8f60c33d6633,"https://api.nga.gov/iiif/2719a376-8f9e-44f3-9e71-8f60c33d6633/full/!200,200/0/default.jpg",primary,0,3338,4000,640,2016-03-16 11:56:13-04,2022-06-15 13:53:28-04,181849,,181849,1,artist,artist,25864,,"Delhez, Victor",Victor Delhez,Delhez,"Argentinean, born Belgium, 1902 - 1985",1,1902,1985,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
28427977-1b6f-4601-a637-41709d91657b,https://api.nga.gov/iiif/28427977-1b6f-4601-a637-41709d91657b,"https://api.nga.gov/iiif/28427977-1b6f-4601-a637-41709d91657b/full/!200,200/0/default.jpg",primary,0,3602,3938,640,2012-01-23 13:20:09-05,2022-06-14 16:39:48-04,133879,,133879,1,artist,artist,28727,500472229,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
28ac13b4-2e6c-405b-945e-78217bbabf0b,https://api.nga.gov/iiif/28ac13b4-2e6c-405b-945e-78217bbabf0b,"https://api.nga.gov/iiif/28ac13b4-2e6c-405b-945e-78217bbabf0b/full/!200,200/0/default.jpg",primary,0,4000,3185,640,2012-01-23 12:25:05-05,2022-06-14 16:39:31-04,30707,,30707,1,artist,artist,4962,500111715,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902,1969,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
2a867095-3fd9-44b9-b5b3-9def1f51aed1,https://api.nga.gov/iiif/2a867095-3fd9-44b9-b5b3-9def1f51aed1,"https://api.nga.gov/iiif/2a867095-3fd9-44b9-b5b3-9def1f51aed1/full/!200,200/0/default.jpg",primary,0,2985,2328,640,2015-06-11 14:57:35-04,2022-05-20 14:37:29-04,196157,,196157,1,artist,artist,39181,500056681,"Álvarez Bravo, Lola",Lola Álvarez Bravo,Álvarez Bravo,"Mexican, 1903 - 1993",1,1903,1993,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
2b149bb8-ff4f-4921-b590-0776f5721ed9,https://api.nga.gov/iiif/2b149bb8-ff4f-4921-b590-0776f5721ed9,"https://api.nga.gov/iiif/2b149bb8-ff4f-4921-b590-0776f5721ed9/full/!200,200/0/default.jpg",primary,0,9170,6693,640,2020-11-17 14:45:23-05,2022-06-07 16:12:13-04,221111,,221111,1,artist,artist,2894,500202173,"Amero, Emilio",Emilio Amero,Amero,"Mexican, 1901 - 1976",1,1901,1976,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
2b6cd073-1606-46f9-bc9b-7dda97050400,https://api.nga.gov/iiif/2b6cd073-1606-46f9-bc9b-7dda97050400,"https://api.nga.gov/iiif/2b6cd073-1606-46f9-bc9b-7dda97050400/full/!200,200/0/default.jpg",primary,0,4000,2900,,2016-03-24 11:21:07-04,2022-05-19 13:17:52-04,179431,,179431,2,artist,printer,5449,,"Saunier, Hector",Hector Saunier,Saunier,"Argentinean, born 1936",1,1936,,1926 to 1950,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
2daff6d9-1416-4bdc-a356-4f3f598c5cda,https://api.nga.gov/iiif/2daff6d9-1416-4bdc-a356-4f3f598c5cda,"https://api.nga.gov/iiif/2daff6d9-1416-4bdc-a356-4f3f598c5cda/full/!200,200/0/default.jpg",primary,0,4000,2744,640,2011-04-14 16:33:13-04,2022-05-19 13:02:04-04,150708,,150708,1,artist,artist,16466,500028115,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902,2002,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
2e84c8af-c22b-4cee-8c3c-c60cca641185,https://api.nga.gov/iiif/2e84c8af-c22b-4cee-8c3c-c60cca641185,"https://api.nga.gov/iiif/2e84c8af-c22b-4cee-8c3c-c60cca641185/full/!200,200/0/default.jpg",primary,0,3589,3563,640,2011-01-10 17:06:26-05,2022-06-15 12:55:25-04,62014,,62014,1,artist,artist,5918,500117602,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912,1994,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
314cc66e-5137-4dbd-99e9-ebf1e87d6e15,https://api.nga.gov/iiif/314cc66e-5137-4dbd-99e9-ebf1e87d6e15,"https://api.nga.gov/iiif/314cc66e-5137-4dbd-99e9-ebf1e87d6e15/full/!200,200/0/default.jpg",primary,0,4000,3123,640,2012-05-23 16:16:50-04,2022-06-15 13:05:42-04,133434,,133434,1,artist,artist,1707,500057123,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911,2002,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
31ac95a4-adee-47f3-acac-8face311b1b0,https://api.nga.gov/iiif/31ac95a4-adee-47f3-acac-8face311b1b0,"https://api.nga.gov/iiif/31ac95a4-adee-47f3-acac-8face311b1b0/full/!200,200/0/default.jpg",primary,0,3191,4000,640,2011-04-14 16:31:21-04,2022-05-19 13:02:04-04,150707,,150707,1,artist,artist,16466,500028115,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902,2002,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
325d2bd2-e2b2-422f-8128-e75967572153,https://api.nga.gov/iiif/325d2bd2-e2b2-422f-8128-e75967572153,"https://api.nga.gov/iiif/325d2bd2-e2b2-422f-8128-e75967572153/full/!200,200/0/default.jpg",primary,0,4000,2945,640,2012-01-23 12:54:46-05,2022-06-14 16:39:36-04,9504,,9504,1,artist,artist,5136,500012316,"Orozco, José Clemente",José Clemente Orozco,Orozco,"Mexican, 1883 - 1949",1,1883,1949,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
328ca85f-c36a-4550-93f3-40383bac2f2a,https://api.nga.gov/iiif/328ca85f-c36a-4550-93f3-40383bac2f2a,"https://api.nga.gov/iiif/328ca85f-c36a-4550-93f3-40383bac2f2a/full/!200,200/0/default.jpg",primary,0,5820,6756,640,2016-08-05 12:34:20-04,2022-05-19 11:13:43-04,163530,,163530,1,artist,artist,9698,500006317,"Lam, Wifredo",Wifredo Lam,Lam,"Cuban, 1902 - 1982",1,1902,1982,1901 to 1925,Cuban,Other,individual,Cuban,0.0003919775266218,CU,North America,Cuba
329305ea-b635-48d5-9a23-661b7bec2577,https://api.nga.gov/iiif/329305ea-b635-48d5-9a23-661b7bec2577,"https://api.nga.gov/iiif/329305ea-b635-48d5-9a23-661b7bec2577/full/!200,200/0/default.jpg",primary,0,3461,4000,640,2012-01-23 13:27:01-05,2022-06-14 16:39:54-04,133864,,133864,1,artist,artist,28727,500472229,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
3372369e-7bf1-4f3c-b49f-b17b541e33cb,https://api.nga.gov/iiif/3372369e-7bf1-4f3c-b49f-b17b541e33cb,"https://api.nga.gov/iiif/3372369e-7bf1-4f3c-b49f-b17b541e33cb/full/!200,200/0/default.jpg",primary,0,4000,2775,640,2012-01-23 13:48:26-05,2022-06-14 16:39:58-04,53076,,53076,1,artist,artist,1918,500024331,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899,1991,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
34c1987f-6d7c-450b-99a5-7c430bd18050,https://api.nga.gov/iiif/34c1987f-6d7c-450b-99a5-7c430bd18050,"https://api.nga.gov/iiif/34c1987f-6d7c-450b-99a5-7c430bd18050/full/!200,200/0/default.jpg",primary,0,4000,3146,640,2012-01-23 13:34:32-05,2022-06-14 16:39:56-04,41845,,41845,1,artist,artist,3679,500118518,"Cantú, Federico",Federico Cantú,Cantú,"Mexican, 1908 - 1989",1,1908,1989,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
352fc4ff-4fa9-4187-b46d-dbd9b867f94a,https://api.nga.gov/iiif/352fc4ff-4fa9-4187-b46d-dbd9b867f94a,"https://api.nga.gov/iiif/352fc4ff-4fa9-4187-b46d-dbd9b867f94a/full/!200,200/0/default.jpg",primary,0,4000,3106,640,2011-12-28 16:13:53-05,2022-06-14 16:36:01-04,48418,,48418,1,artist,artist,1707,500057123,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911,2002,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
362ecc21-ba65-458a-b318-7a14da30a2ec,https://api.nga.gov/iiif/362ecc21-ba65-458a-b318-7a14da30a2ec,"https://api.nga.gov/iiif/362ecc21-ba65-458a-b318-7a14da30a2ec/full/!200,200/0/default.jpg",primary,0,2524,4000,640,2011-12-28 16:06:01-05,2022-06-14 16:35:59-04,58857,,58857,1,artist,artist,5141,500469327,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920,2001,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
379941ee-dfa0-40f7-996b-e8e109ad6cd0,https://api.nga.gov/iiif/379941ee-dfa0-40f7-996b-e8e109ad6cd0,"https://api.nga.gov/iiif/379941ee-dfa0-40f7-996b-e8e109ad6cd0/full/!200,200/0/default.jpg",primary,0,4000,2914,640,2011-04-14 16:37:15-04,2022-05-19 13:02:04-04,150711,,150711,1,artist,artist,16466,500028115,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902,2002,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
395fd277-e9b9-4bee-9ddd-ac38bb7749b5,https://api.nga.gov/iiif/395fd277-e9b9-4bee-9ddd-ac38bb7749b5,"https://api.nga.gov/iiif/395fd277-e9b9-4bee-9ddd-ac38bb7749b5/full/!200,200/0/default.jpg",primary,0,3409,4000,640,2012-01-23 12:39:20-05,2022-06-14 16:39:33-04,61935,,61935,1,artist,artist,3845,500021586,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934,2017,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
39935e6c-5662-460e-90fa-3b919f82d385,https://api.nga.gov/iiif/39935e6c-5662-460e-90fa-3b919f82d385,"https://api.nga.gov/iiif/39935e6c-5662-460e-90fa-3b919f82d385/full/!200,200/0/default.jpg",primary,0,2991,4000,,2015-07-07 14:36:27-04,2022-05-20 14:40:15-04,211394,,211394,1,artist,artist,22253,500118440,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
3a89eb3d-2d08-4cf1-b1ba-db7639f84cad,https://api.nga.gov/iiif/3a89eb3d-2d08-4cf1-b1ba-db7639f84cad,"https://api.nga.gov/iiif/3a89eb3d-2d08-4cf1-b1ba-db7639f84cad/full/!200,200/0/default.jpg",primary,0,2527,4000,640,2011-12-28 16:03:18-05,2022-06-14 16:35:59-04,58853,,58853,1,artist,artist,5141,500469327,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920,2001,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
3c33f228-bca0-4d06-88da-96d3fd6e4f48,https://api.nga.gov/iiif/3c33f228-bca0-4d06-88da-96d3fd6e4f48,"https://api.nga.gov/iiif/3c33f228-bca0-4d06-88da-96d3fd6e4f48/full/!200,200/0/default.jpg",primary,0,3323,4000,640,2015-07-08 11:05:51-04,2022-05-20 14:40:34-04,197753,,197753,1,artist,artist,16466,500028115,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902,2002,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
